"","city","period","tas_mean","trend","season_12","remainder","season_adjust"
"1","Berlin",1850-01-01,-4.83418355712479,-0.526159261060839,0.354573639373261,-4.66259793543722,-5.18875719649805
"2","Berlin",1850-02-01,2.15412578407269,-0.523362288014426,-0.120753229156451,2.79824130124357,2.27487901322914
"3","Berlin",1850-03-01,-2.82458831303085,-0.520565314968014,-1.66310457350933,-0.640918424553504,-1.16148373952152
"4","Berlin",1850-04-01,0.340847967317113,-0.517768341921601,-0.116787283753031,0.975403592991745,0.457635251070144
"5","Berlin",1850-05-01,-0.332766045955473,-0.514971368875189,-0.367014479002601,0.549219801922317,0.0342484330471283
"6","Berlin",1850-06-01,0.635953610183439,-0.512174395828776,0.777468291355717,0.370659714656498,-0.141514681172278
"7","Berlin",1850-07-01,-0.207015880544493,-0.509377422782364,0.924942945772803,-0.622581403534933,-1.1319588263173
"8","Berlin",1850-08-01,-0.271708005972384,-0.506580449735951,0.656820108199041,-0.421947664435474,-0.928528114171425
"9","Berlin",1850-09-01,-1.70721615594223,-0.503783476689539,-0.0794604170358379,-1.12397226221685,-1.62775573890639
"10","Berlin",1850-10-01,-2.38207783590556,-0.500986503643126,0.311699553740719,-2.19279088600316,-2.69377738964628
"11","Berlin",1850-11-01,0.601519067026647,-0.498189530596714,-0.686899551910108,1.78660814953347,1.28841861893676
"12","Berlin",1850-12-01,-0.0278062809481182,-0.495392557550302,0.0155645294543573,0.452021747147826,-0.0433708104024756
"13","Berlin",1851-01-01,1.3508116432689,-0.492595584503889,0.351484658329758,1.49192256944303,0.999326984939141
"14","Berlin",1851-02-01,0.347885146562071,-0.489798611457477,-0.199250055461319,1.03693381348087,0.547135202023389
"15","Berlin",1851-03-01,-0.26780398124769,-0.487001638411064,-1.63095070260881,1.85014835977218,1.36314672136112
"16","Berlin",1851-04-01,1.38976126299139,-0.484204665364652,-0.106381469989129,1.98034739834517,1.49614273298052
"17","Berlin",1851-05-01,-3.19571612845875,-0.481407692318239,-0.360333213352092,-2.35397522278842,-2.83538291510666
"18","Berlin",1851-06-01,-0.458716589886242,-0.478610719271827,0.790789830416957,-0.770895701031372,-1.2495064203032
"19","Berlin",1851-07-01,-0.780057509117344,-0.475813746225414,0.917125252608907,-1.22136901550084,-1.69718276172625
"20","Berlin",1851-08-01,0.0535806123135487,-0.473016773179002,0.679925710116114,-0.153328324623564,-0.626345097802566
"21","Berlin",1851-09-01,-1.25605265322385,-0.47021980013259,-0.0365201624798316,-0.749312690611424,-1.21953249074401
"22","Berlin",1851-10-01,1.46185922251503,-0.467422827086177,0.36912357482392,1.56015847477729,1.09273564769111
"23","Berlin",1851-11-01,-2.46009405082715,-0.464625854039765,-0.753991539798725,-1.24147665698866,-1.70610251102843
"24","Berlin",1851-12-01,0.106003168172892,-0.461828880993352,-0.0126388474620619,0.580470896628306,0.118642015634954
"25","Berlin",1852-01-01,2.77002714912495,-0.45903190794694,0.34778727701258,2.88127178005931,2.42223987211237
"26","Berlin",1852-02-01,0.968219532571424,-0.456144331031229,-0.278240277905976,1.70260414150863,1.2464598104774
"27","Berlin",1852-03-01,-2.51020550936569,-0.453256754115519,-1.59917522371419,-0.457773531535987,-0.911030285651506
"28","Berlin",1852-04-01,-2.73668799642365,-0.450369177199808,-0.0961671995071732,-2.19015161971667,-2.64052079691648
"29","Berlin",1852-05-01,0.674002566123105,-0.447481600284098,-0.353656642259567,1.47514080866677,1.02765920838267
"30","Berlin",1852-06-01,0.560352670860469,-0.444594023368388,0.804247686093512,0.200699008135345,-0.243895015233043
