.model,Date,extent,trend,season_12,remainder,season_adjust
STL(extent ~ trend() + season(period = 12)),1987-05-01,13.74,12.264152481205493,1.4450792830653165,0.030768235729190963,12.294920716934683
STL(extent ~ trend() + season(period = 12)),1987-06-01,12.49,12.25004871637977,0.0447148751376826,0.19523640848254864,12.445285124862318
STL(extent ~ trend() + season(period = 12)),1987-07-01,10.33,12.235944951554046,-2.1101341327061904,0.20418918115214524,12.440134132706191
STL(extent ~ trend() + season(period = 12)),1987-08-01,7.46276558236444,12.221841186728323,-4.4203073436149305,-0.33876826074895305,11.88307292597937
STL(extent ~ trend() + season(period = 12)),1987-09-01,7.28,12.20801531758546,-5.024966580066182,0.09695126248072228,12.304966580066182
STL(extent ~ trend() + season(period = 12)),1987-10-01,9.05,12.194189448442595,-3.1293769519664387,-0.014812496476155346,12.17937695196644
STL(extent ~ trend() + season(period = 12)),1987-11-01,11.22,12.180363579299732,-0.8742152859880135,-0.0861482933117177,12.094215285988014
STL(extent ~ trend() + season(period = 12)),1987-12-01,13.341306764462956,12.168408379748945,1.2097618954928306,-0.036863510778818664,12.131544868970126
STL(extent ~ trend() + season(period = 12)),1988-01-01,14.891528986685785,12.156453180198158,2.752170956903741,-0.017095150416114535,12.139358029782043
STL(extent ~ trend() + season(period = 12)),1988-02-01,15.58,12.14449798064737,3.5608441228874623,-0.1253421035348321,12.019155877112539
STL(extent ~ trend() + season(period = 12)),1988-03-01,15.96,12.14951492921427,3.6943832760100337,0.11610179477569815,12.265616723989968
STL(extent ~ trend() + season(period = 12)),1988-04-01,15.12,12.154531877781167,2.8661214239502257,0.09934669826860798,12.253878576049775
STL(extent ~ trend() + season(period = 12)),1988-05-01,13.56,12.159548826348066,1.4107631832205612,-0.010312009568629321,12.149236816779437
STL(extent ~ trend() + season(period = 12)),1988-06-01,11.94,12.158160719993461,0.05066408871000025,-0.2688248087034619,11.889335911289999
STL(extent ~ trend() + season(period = 12)),1988-07-01,9.81,12.156772613638855,-2.1273644283300346,-0.21940818530882034,11.937364428330035
STL(extent ~ trend() + season(period = 12)),1988-08-01,7.89,12.15538450728425,-4.430057331810989,0.1646728245267397,12.32005733181099
STL(extent ~ trend() + season(period = 12)),1988-09-01,7.37,12.132880983199923,-5.045133925577971,0.2822529423780473,12.41513392557797
STL(extent ~ trend() + season(period = 12)),1988-10-01,9.13,12.110377459115595,-3.1152397769722526,0.13486231785665836,12.245239776972253
STL(extent ~ trend() + season(period = 12)),1988-11-01,11.33,12.087873935031269,-0.8427393656201463,0.08486543058887719,12.172739365620146
STL(extent ~ trend() + season(period = 12)),1988-12-01,13.63,12.077748042796415,1.261308626108827,0.2909433310947591,12.368691373891174
STL(extent ~ trend() + season(period = 12)),1989-01-01,14.95,12.067622150561563,2.77129688074691,0.1110809686915264,12.17870311925309
STL(extent ~ trend() + season(period = 12)),1989-02-01,15.5,12.05749625832671,3.5723522331281496,-0.12984849145485988,11.92764776687185
STL(extent ~ trend() + season(period = 12)),1989-03-01,15.42,12.04389931926009,3.6886183054806976,-0.3125176247407868,11.731381694519303
STL(extent ~ trend() + season(period = 12)),1989-04-01,14.33,12.03030238019347,2.8267753701432485,-0.5270777503367174,11.503224629856753
STL(extent ~ trend() + season(period = 12)),1989-05-01,13.04,12.01670544112685,1.3768552709773874,-0.35356071210423856,11.663144729022612
STL(extent ~ trend() + season(period = 12)),1989-06-01,12.24,12.011173839009514,0.05741115581347808,0.1714150051770087,12.182588844186522
STL(extent ~ trend() + season(period = 12)),1989-07-01,10.13,12.005642236892175,-2.14340720449314,0.26776496760096613,12.273407204493141
STL(extent ~ trend() + season(period = 12)),1989-08-01,7.88,12.000110634774838,-4.438388312883561,0.3182776781087213,12.31838831288356
STL(extent ~ trend() + season(period = 12)),1989-09-01,7.01,12.00355078604381,-5.063650776303525,0.07009999025971325,12.073650776303523
STL(extent ~ trend() + season(period = 12)),1989-10-01,8.83,12.006990937312784,-3.09939145210175,-0.07759948521103333,11.92939145210175
STL(extent ~ trend() + season(period = 12)),1989-11-01,11.12,12.010431088581756,-0.8176657145217885,-0.07276537405996741,11.937665714521788
