NinoModel,.model,Date,ANOM,trend,season_12,remainder,season_adjust
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2012-03-01,-0.08,0.030121911578001745,-0.22637202768142678,0.11625011610342502,0.14637202768142676
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2012-04-01,0.82,0.07807140776345992,0.16745606394372808,0.574472528292812,0.6525439360562719
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2012-05-01,0.81,0.107209997501502,0.2521980399290524,0.4505919625694456,0.5578019600709476
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2012-06-01,1.31,0.13634858723954407,0.42385507375731346,0.7497963390031426,0.8861449262426866
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2012-07-01,0.3,0.16548717697758616,0.17965282470386937,-0.045140001681455544,0.12034717529613062
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2012-08-01,0.09,0.11414221045835701,0.11388211741675573,-0.13802432787511276,-0.023882117416755735
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2012-09-01,0.55,0.06279724393912788,0.046116299592663564,0.44108645646820854,0.5038837004073364
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2012-10-01,-0.46,0.011452277419898736,-0.26978807915735553,-0.20166419826254323,-0.1902119208426445
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2012-11-01,-0.1,-0.13958837146097944,-0.13317789843593464,0.17276626989691407,0.03317789843593463
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2012-12-01,-0.45,-0.2906290203418576,-0.16364534543170492,0.004274365773562494,-0.2863546545682951
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2013-01-01,-0.14,-0.4416696692227358,-0.07052921986995069,0.3721988890926865,-0.06947078013004933
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2013-02-01,-0.11,-0.5540006024921519,-0.2110705082175831,0.655071110709735,0.10107050821758311
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2013-03-01,-0.49,-0.6663315357615679,-0.18770346028726614,0.36403499604883405,-0.30229653971273385
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2013-04-01,-1.08,-0.7786624690309839,0.05787202375146094,-0.3592095547204771,-1.137872023751461
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2013-05-01,-1.37,-0.8083860671948904,0.1738560874898799,-0.7354700202949898,-1.5438560874898801
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2013-06-01,-1.9,-0.8381096653587967,0.3322110528522556,-1.3941013874934587,-2.2322110528522554
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2013-07-01,-1.81,-0.8678332635227032,0.18441966866136528,-1.1265864051386623,-1.9944196686613653
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2013-08-01,-1.03,-0.834227097475622,0.10340285575402221,-0.29917575827840037,-1.1334028557540223
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2013-09-01,-0.77,-0.8006209314285406,0.10250239800319193,-0.07188146657465133,-0.872502398003192
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2013-10-01,-0.67,-0.7670147653814594,-0.1871698439047827,0.28418460928624206,-0.48283015609521734
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2013-11-01,-0.64,-0.6132318987423818,-0.07623839678098839,0.049470295523370234,-0.5637616032190116
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2013-12-01,-0.01,-0.4594490321033043,-0.12323502351694361,0.5726840556202479,0.11323502351694362
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2014-01-01,0.19,-0.3056661654642267,-0.04079025606901772,0.5364564215332444,0.2307902560690177
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2014-02-01,-0.92,-0.15157679943312843,-0.2502250915308755,-0.5181981090359961,-0.6697749084691245
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2014-03-01,-0.79,0.002512566597969834,-0.14653844444527706,-0.6459741221526928,-0.643461555554723
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2014-04-01,-0.35,0.15660193262906816,-0.05095026740000963,-0.45565166522905853,-0.29904973259999035
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2014-05-01,0.57,0.2190740682693884,0.09454118468447222,0.25638474704613934,0.47545881531552775
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2014-06-01,1.22,0.28154620390970864,0.23796368097136433,0.700490115118927,0.9820363190286356
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2014-07-01,1.36,0.3440183395500289,0.18495276103342947,0.8310288994165418,1.1750472389665707
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2014-08-01,1.02,0.38958359759792854,0.08767621352105506,0.5427401888810164,0.932323786478945
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2014-09-01,0.74,0.43514885564582817,0.15262748685868469,0.15222365749548716,0.5873725131413153
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2014-10-01,0.39,0.4807141136937278,-0.1110108272075182,0.02029671351379042,0.5010108272075182
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2014-11-01,0.74,0.5575603429265725,-0.025956322681623283,0.20839597975505075,0.7659563226816233
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2014-12-01,-0.11,0.6344065721594173,-0.08880490500484135,-0.6556016671545759,-0.021195094995158648
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2015-01-01,0.06,0.7112528013922621,0.009426728220047923,-0.66067952961231,0.05057327177995208
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2015-02-01,-0.57,0.8202698861724157,-0.21706458866808298,-1.1732052975043326,-0.35293541133191697
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2015-03-01,0.13,0.9292869709525692,-0.06629356304526056,-0.7329934079073086,0.19629356304526058
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2015-04-01,0.96,1.0383040557327228,-0.08681006790165709,0.008506012168934207,1.046810067901657
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2015-05-01,1.34,1.166937729450938,0.03768411841233485,0.13537815213672721,1.3023158815876652
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2015-06-01,1.91,1.295571403169153,0.1250418007840442,0.4893867960468028,1.7849581992159558
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2015-07-01,2.48,1.4242050768873682,0.13172788737141172,0.9240670357412202,2.3482721126285884
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2015-08-01,1.8,1.4814984328511454,0.05215016453284914,0.26635140261600565,1.747849835467151
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2015-09-01,2.26,1.5387917888149223,0.10211823154201703,0.6190899796430605,2.1578817684579827
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2015-10-01,2.2,1.5960851447786994,-0.09680539725753108,0.7007202524788319,2.2968053972575313
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2015-11-01,2.04,1.5196335590331804,0.010908795915598707,0.5094576450512207,2.029091204084401
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2015-12-01,2.1,1.4431819732876616,-0.02700915686986766,0.6838271835822063,2.127009156869868
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2016-01-01,1.21,1.3667303875421426,0.07187402955202848,-0.22860441709417123,1.1381259704479714
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2016-02-01,1.01,1.2309828752310747,-0.17324330404169921,-0.047739571189375773,1.183243304041699
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2016-03-01,1.11,1.095235362920007,0.023042564839023533,-0.008277927759030357,1.0869574351609765
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2016-04-01,0.45,0.9594878506089392,-0.11604156061366824,-0.39344628999527087,0.5660415606136683
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2016-05-01,0.44,0.8604775908691356,-0.015007578764797556,-0.405470012104338,0.4550075787647976
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2016-06-01,0.37,0.7614673311293321,0.013367483954031662,-0.4048348150833637,0.35663251604596835
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2016-07-01,0.39,0.6624570713895285,0.07683277132900422,-0.3492898427185327,0.3131672286709958
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2016-08-01,0.4,0.6500958486615279,0.01230491380138541,-0.26240076246291333,0.3876950861986146
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2016-09-01,0.59,0.6377346259335273,0.0446408151192235,-0.09237544105275075,0.5453591848807765
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2016-10-01,0.48,0.6253734032055267,-0.0913543092077165,-0.05401909399781024,0.5713543092077165
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2016-11-01,0.26,0.6113855748530094,0.03723339181860148,-0.38861896667161083,0.22276660818139854
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2016-12-01,0.42,0.5973977465004922,0.023605768170541858,-0.20100351467103406,0.3963942318294581
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2017-01-01,1.07,0.5834099181479748,0.08861708479419673,0.3979729970578285,0.9813829152058033
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2017-02-01,1.14,0.5061633072037431,-0.04756648418218283,0.6814031769784396,1.1875664841821827
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2017-03-01,1.83,0.42891669625951145,0.1551263251539096,1.245956978586579,1.6748736748460904
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2017-04-01,0.77,0.3516700853152798,-0.05998955234915653,0.4783194670338767,0.8299895523491565
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2017-05-01,0.35,0.21810650407687168,-0.038249092491194916,0.1701425884143232,0.3882490924911949
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2017-06-01,-0.03,0.08454292283846354,-0.05739584666720188,-0.05714707617126166,0.02739584666720188
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2017-07-01,-0.32,-0.04902065839994465,-0.02038453842560461,-0.25059480317445076,-0.2996154615743954
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2017-08-01,-0.28,-0.19746585473162043,-0.033675586648787774,-0.04885855861959182,-0.24632441335121225
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2017-09-01,-0.71,-0.34591105106329617,-0.021123129972557438,-0.3429658189641464,-0.6888768700274426
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2017-10-01,-1.07,-0.49435624739497197,-0.14671872811667108,-0.428925024488357,-0.923281271883329
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2017-11-01,-1.12,-0.5632647805631436,0.004120742202991026,-0.5608559616398475,-1.124120742202991
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2017-12-01,-1.22,-0.632173313731315,0.00915498051146843,-0.5969816667801533,-1.2291549805114683
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2018-01-01,-0.74,-0.7010818468994866,0.11655897071212272,-0.15547712381263612,-0.8565589707121227
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2018-02-01,-0.49,-0.6511690339882493,0.09031425075875678,0.07085478322949257,-0.5803142507587568
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2018-03-01,-0.75,-0.6012562210770122,0.3004190849558844,-0.44916286387887217,-1.0504190849558843
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2018-04-01,-0.84,-0.5513434081657749,0.009776215394430587,-0.29843280722865573,-0.8497762153944306
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2018-05-01,-0.54,-0.42594090907771764,-0.04727208674653017,-0.06678700417575223,-0.4927279132534699
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2018-06-01,-0.69,-0.30053840998966047,-0.11417428590331412,-0.27528730410702534,-0.5758257140966858
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2018-07-01,-0.29,-0.17513591090160327,-0.10385058488103299,-0.011013504217363718,-0.186149415118967
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2018-08-01,-0.18,-0.06480380106477591,-0.0670463730770853,-0.048149825858138776,-0.11295362692291469
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2018-09-01,0.02,0.04552830877205144,-0.07541891031976751,0.049890601547716074,0.09541891031976751
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2018-10-01,0.27,0.15586041860887878,-0.19255336040098764,0.3066929417921089,0.46255336040098766
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2018-11-01,0.78,0.1987861628155538,-0.021400498907914307,0.6026143360923605,0.8014004989079143
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2018-12-01,0.84,0.24171190702222883,-4.5604197838446103e-4,0.5987441349561555,0.8404560419783844
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2019-01-01,0.8,0.2846376512289039,0.09083893300995885,0.42452341576113733,0.7091610669900412
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2019-02-01,0.67,0.243497891571541,0.10407716809965646,0.32242494032880253,0.5659228319003435
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2019-03-01,0.5,0.20235813191417812,0.3261582988851895,-0.02851643079936761,0.1738417011148105
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2019-04-01,0.47,0.1612183722568152,0.03656582266489978,0.272215805078285,0.4334341773351002
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2019-05-01,0.15,0.09835456239198877,-0.07081637450466571,0.12246181211267694,0.2208163745046657
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2019-06-01,-0.03,0.03549075252716233,-0.09704854110259335,0.031557788575431026,0.06704854110259335
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2019-07-01,-0.59,-0.027373057337664087,-0.05176591995630287,-0.5108610227060331,-0.5382340800436971
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2019-08-01,-0.47,-0.06432962491313352,0.036451786673021666,-0.44212216175988805,-0.5064517866730216
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2019-09-01,-0.72,-0.10128619248860295,-0.03914010198746551,-0.5795737055239315,-0.6808598980125344
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2019-10-01,-0.93,-0.13824276006407238,-0.21678633205724082,-0.5749709078786869,-0.7132136679427592
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2019-11-01,-0.13,-0.17018267532210846,-0.0671350408660696,0.10731771618817805,-0.0628649591339304
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2019-12-01,0.27,-0.20212259058014453,-0.06185331226819701,0.5339759028483415,0.33185331226819703
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2020-01-01,-0.03,-0.2340625058381806,0.04505307520485472,0.1590094306333259,-0.07505307520485471
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2020-02-01,0.14,-0.2612712591776014,0.10050089440040508,0.3007703647771963,0.039499105599594936
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2020-03-01,0.44,-0.2884800125170222,0.3372849508371327,0.3911950616798895,0.10271504916286728
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2020-04-01,0.28,-0.315688765856443,0.05199375589556546,0.5436950099608776,0.22800624410443457
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2020-05-01,-0.28,-0.3623715501606422,-0.10247144836504644,0.18484299852568864,-0.17752855163495357
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2020-06-01,-0.87,-0.40905433446484135,-0.08484053800347838,-0.3761051275316803,-0.7851594619965216
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2020-07-01,-1.01,-0.45573711876904055,-0.0014059523325390955,-0.5528569288984203,-1.0085940476674609
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2020-08-01,-0.69,-0.5171533821108248,0.14072141367856836,-0.3135680315677435,-0.8307214136785683
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2020-09-01,-0.76,-0.578569645452609,4.0633815668228955e-4,-0.18183669270407332,-0.7604063381566823
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2020-10-01,-0.76,-0.6399859087943933,-0.23621415593472178,0.11620006472911504,-0.5237858440652783
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2020-11-01,-0.67,-0.6394011408743859,-0.10652691907852624,0.07592805995291207,-0.5634730809214739
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2020-12-01,-0.86,-0.6388163729543784,-0.11620634132070437,-0.10497728572491727,-0.7437936586792957
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2021-01-01,-0.74,-0.638231605034371,0.0025940771669087995,-0.1043624721325378,-0.7425940771669088
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2021-02-01,-0.58,-0.5918519431282575,0.08009892518556067,-0.06824698205730317,-0.6600989251855607
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2021-03-01,-0.42,-0.545472281222144,0.30383148740583554,-0.1783592061836916,-0.7238314874058356
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2021-04-01,-1.13,-0.4990926193160304,0.05722656862525174,-0.6881339493092213,-1.1872265686252517
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2021-05-01,-0.83,-0.49805860866016893,-0.12497189472313977,-0.20696949661669128,-0.7050281052768602
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2021-06-01,-0.05,-0.49702459800430754,-0.07457854889615269,0.5216031469004603,0.024578548896152685
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2021-07-01,0.25,-0.4959905873484461,0.04151615724586478,0.7044744301025814,0.20848384275413523
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2021-08-01,-0.01,-0.5326756031508323,0.19838618843078654,0.32428941472004574,-0.20838618843078655
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2021-09-01,0.18,-0.5693606189532185,0.044204005955231634,0.7051566129979869,0.13579599404476836
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2021-10-01,-0.29,-0.6060456347556047,-0.23722402806535894,0.5532696628209637,-0.052775971934641036
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2021-11-01,-0.81,-0.6778038308029433,-0.11133631196716307,-0.020859857229893697,-0.698663688032837
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2021-12-01,-1.53,-0.7495620268502817,-0.1313305417103105,-0.649107431439408,-1.3986694582896897
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2022-01-01,-0.7,-0.8213202228976203,-0.041463076565304166,0.16278329946292447,-0.6585369234346958
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2022-02-01,-1.43,-0.9052121815375512,0.05748749560433801,-0.5822753140667868,-1.487487495604338
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2022-03-01,-0.66,-0.9891041401774823,0.26755725893604887,0.06154688124143326,-0.927557258936049
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2022-04-01,-1.42,-1.0729960988174132,0.05936295979997484,-0.4063668609825615,-1.4793629597999747
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2022-05-01,-1.42,-1.0609852566108946,-0.15084441915267,-0.20817032423643522,-1.2691555808473298
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2022-06-01,-1.41,-1.048974414404376,-0.067636429145653,-0.2933891564499711,-1.342363570854347
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2022-07-01,-1.16,-1.0369635721978574,0.08117060618205355,-0.20420703398419615,-1.2411706061820535
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2022-08-01,-0.57,-0.85943185813528,0.25313408027439743,0.03629777786088273,-0.8231340802743973
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2022-09-01,-1.12,-0.6819001440727026,0.08543556857878161,-0.523535424506079,-1.2054355685787816
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2022-10-01,-1.81,-0.5043684300101251,-0.24023366975575924,-1.0653979002341156,-1.5697663302442408
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2022-11-01,-1.36,-0.19956269973130852,-0.11757913880032676,-1.042858161468365,-1.2424208611996734
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2022-12-01,-0.3,0.10524303054750805,-0.1471792086893894,-0.2580638218581186,-0.15282079131061058
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2023-01-01,-0.24,0.41004876082632463,-0.06316619234655207,-0.5868825684797725,-0.17683380765344792
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2023-02-01,0.71,0.73732435837884,0.040456734088890764,-0.06778109246773079,0.6695432659111092
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2023-03-01,1.52,1.0645999559313555,0.2526078610234261,0.2027921830452184,1.2673921389765739
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2023-04-01,2.45,1.391875553483871,0.05530248401829352,1.0028219624978356,2.3946975159817065
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2023-05-01,2.02,1.5944346470770931,-0.16203893956733034,0.5876042924902374,2.1820389395673305
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2023-06-01,2.63,1.7969937406703151,-0.06253439596395487,0.8955406552936396,2.6925343959639547
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2023-07-01,3.21,1.9995528342635374,0.1006068310143545,1.109840334722108,3.1093931689856453
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2023-08-01,3.3,1.9591916239615357,0.2779232749902139,1.06288510104825,3.0220767250097857
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2023-09-01,2.82,1.9188304136595342,0.10320621115588206,0.7979633751845834,2.7167937888441176
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2023-10-01,2.46,1.8784692033575325,-0.2419085482754362,0.8234393449179036,2.701908548275436
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2023-11-01,2.22,1.6272338963424529,-0.12445972078542147,0.7172258244429688,2.3444597207854216
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2023-12-01,1.41,1.3759985893273732,-0.1596034272229619,0.19360483789558858,1.5696034272229618
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2024-01-01,0.83,1.1247632823122937,-0.08036440642383168,-0.21439887588846207,0.9103644064238317
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2024-02-01,0.92,0.8416334381514263,0.02737926307986237,0.05098729876871133,0.8926207369201377
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2024-03-01,0.28,0.5585035939905588,0.24106014241967266,-0.5195637364102315,0.038939857580327364
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2024-04-01,0.08,0.2753737498296913,0.05401154435254521,-0.24938529418223654,0.025988455647454792
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2024-05-01,-0.68,-0.018895674080461722,-0.17109606705899405,-0.4900082588605443,-0.508903932941006
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2024-06-01,-0.65,-0.31316509799061476,-0.05587220329670774,-0.28096269871267754,-0.5941277967032923
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2024-07-01,-0.41,-0.6074345219007677,0.12102598189475684,0.07640854000601094,-0.5310259818947568
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2024-08-01,-0.34,-0.903196590841373,0.30327649440929516,0.2599200964320778,-0.6432764944092952
NINO1+2,STL(ANOM ~ trend() + season(period = 12)),2024-09-01,-0.68,-1.1989586597819784,0.12112197709141062,0.3978366826905678,-0.8011219770914105
NINO3,STL(ANOM ~ trend() + season(period = 12)),1982-01-01,0.17,-0.28939287408339126,0.1389247709924588,0.32046810309093243,0.0310752290075412
NINO3,STL(ANOM ~ trend() + season(period = 12)),1982-02-01,-0.11,-0.0952843412789677,0.1722517606796781,-0.1869674194007104,-0.2822517606796781
NINO3,STL(ANOM ~ trend() + season(period = 12)),1982-03-01,-0.25,0.09882419152545585,0.007011435938041551,-0.3558356274634974,-0.25701143593804154
NINO3,STL(ANOM ~ trend() + season(period = 12)),1982-04-01,-0.05,0.2929327243298795,-0.06650193238359643,-0.27643079194628306,0.01650193238359643
NINO3,STL(ANOM ~ trend() + season(period = 12)),1982-05-01,0.49,0.47460724277981525,-0.14806531144368523,0.16345806866386992,0.6380653114436852
NINO3,STL(ANOM ~ trend() + season(period = 12)),1982-06-01,0.46,0.6562817612297511,-0.20394769028595933,0.0076659290562082205,0.6639476902859593
NINO3,STL(ANOM ~ trend() + season(period = 12)),1982-07-01,0.27,0.8379562796796869,-0.16974153593436456,-0.3982147437453223,0.4397415359343646
NINO3,STL(ANOM ~ trend() + season(period = 12)),1982-08-01,0.83,1.0050631269983614,0.002162236536379321,-0.17722536353474083,0.8278377634636206
NINO3,STL(ANOM ~ trend() + season(period = 12)),1982-09-01,1.49,1.172169974317036,0.24730595227411242,0.0705240734088517,1.2426940477258877
NINO3,STL(ANOM ~ trend() + season(period = 12)),1982-10-01,1.96,1.3392768216357105,0.009943197383330937,0.6107799809809586,1.9500568026166691
NINO3,STL(ANOM ~ trend() + season(period = 12)),1982-11-01,2.19,1.4268044544695986,-0.056347274598691426,0.8195428201290929,2.2463472745986914
NINO3,STL(ANOM ~ trend() + season(period = 12)),1982-12-01,2.8,1.514332087303487,0.06861972310856496,1.217048189587948,2.731380276891435
NINO3,STL(ANOM ~ trend() + season(period = 12)),1983-01-01,2.69,1.601859720137375,0.13455601628635022,0.9535842635762746,2.5554439837136496
NINO3,STL(ANOM ~ trend() + season(period = 12)),1983-02-01,2.01,1.5166141459473588,0.1722036887552561,0.32118216529738497,1.8377963112447437
NINO3,STL(ANOM ~ trend() + season(period = 12)),1983-03-01,1.32,1.4313685717573426,0.01373067889781222,-0.1250992506551547,1.3062693211021879
NINO3,STL(ANOM ~ trend() + season(period = 12)),1983-04-01,1.19,1.3461229975673263,-0.06481841903237315,-0.09130457853495333,1.254818419032373
NINO3,STL(ANOM ~ trend() + season(period = 12)),1983-05-01,1.43,1.1227684769634738,-0.15568339786957094,0.462914920906097,1.5856833978695708
NINO3,STL(ANOM ~ trend() + season(period = 12)),1983-06-01,1.45,0.8994139563596211,-0.20901146498669523,0.7595975086270741,1.6590114649866952
NINO3,STL(ANOM ~ trend() + season(period = 12)),1983-07-01,0.68,0.6760594357557685,-0.1645868003994033,0.16852736464363471,0.8445868003994033
NINO3,STL(ANOM ~ trend() + season(period = 12)),1983-08-01,0.55,0.474291057313983,0.00363828880044139,0.07207065388557565,0.5463617111995587
NINO3,STL(ANOM ~ trend() + season(period = 12)),1983-09-01,0.2,0.27252267887219755,0.25302260851385905,-0.3255452873860566,-0.05302260851385904
NINO3,STL(ANOM ~ trend() + season(period = 12)),1983-10-01,-0.52,0.07075430043041203,0.010181250386237545,-0.6009355508166496,-0.5301812503862375
NINO3,STL(ANOM ~ trend() + season(period = 12)),1983-11-01,-1.03,-0.08143459509962192,-0.05794494276200161,-0.8906204621383765,-0.9720550572379985
NINO3,STL(ANOM ~ trend() + season(period = 12)),1983-12-01,-0.88,-0.23362349062965587,0.06454918050152703,-0.7109256898718712,-0.944549180501527
NINO3,STL(ANOM ~ trend() + season(period = 12)),1984-01-01,-0.87,-0.3858123861596898,0.13065664956055323,-0.6148442634008633,-1.0006566495605531
NINO3,STL(ANOM ~ trend() + season(period = 12)),1984-02-01,0.03,-0.46791671804332924,0.17267467478913304,0.3252420432541962,-0.14267467478913304
NINO3,STL(ANOM ~ trend() + season(period = 12)),1984-03-01,-0.28,-0.5500210499269687,0.021018649793869082,0.24900240013309954,-0.3010186497938691
NINO3,STL(ANOM ~ trend() + season(period = 12)),1984-04-01,-0.29,-0.6321253818106081,-0.0625062185797755,0.4046316003903836,-0.22749378142022447
