.model,Period,IOD,trend,season_12,remainder,season_adjust
STL(IOD ~ trend() + season(period = 12)),1913-11-01,-0.24,-0.223246178368756,-0.10245754164638139,0.08570372001513737,-0.1375424583536186
STL(IOD ~ trend() + season(period = 12)),1913-12-01,-0.248,-0.20725593053952596,0.020345217566853452,-0.06108928702732752,-0.2683452175668535
STL(IOD ~ trend() + season(period = 12)),1914-01-01,-0.288,-0.1912656827102959,0.07638233162635129,-0.17311664891605535,-0.36438233162635125
STL(IOD ~ trend() + season(period = 12)),1914-02-01,-0.172,-0.17086532573151583,0.09341016254877947,-0.09454483681726364,-0.26541016254877947
STL(IOD ~ trend() + season(period = 12)),1914-03-01,-0.353,-0.1504649687527358,0.12488559028863419,-0.3274206215358984,-0.4778855902886342
STL(IOD ~ trend() + season(period = 12)),1914-04-01,-0.238,-0.13006461177395573,0.10507245049834349,-0.21300783872438772,-0.34307245049834345
STL(IOD ~ trend() + season(period = 12)),1914-05-01,-0.106,-0.14213724754601842,0.09573135743558894,-0.05959410988957051,-0.20173135743558893
STL(IOD ~ trend() + season(period = 12)),1914-06-01,0.554,-0.1542098833180811,0.26037850862714434,0.4478313746909368,0.2936214913728557
STL(IOD ~ trend() + season(period = 12)),1914-07-01,0.102,-0.1662825190901438,-0.14071963223782455,0.40900215132796836,0.24271963223782456
STL(IOD ~ trend() + season(period = 12)),1914-08-01,-0.024,-0.19319037197650343,-0.1469974955025709,0.31618786747907435,0.12299749550257091
STL(IOD ~ trend() + season(period = 12)),1914-09-01,-0.066,-0.22009822486286307,-0.23135296289505725,0.3854511877579203,0.16535296289505724
STL(IOD ~ trend() + season(period = 12)),1914-10-01,-0.057,-0.2470060777492227,-0.13048877954362373,0.32049485729284644,0.07348877954362373
STL(IOD ~ trend() + season(period = 12)),1914-11-01,-0.558,-0.285816919792471,-0.1430176128222357,-0.1291654673852934,-0.41498238717776437
STL(IOD ~ trend() + season(period = 12)),1914-12-01,-0.712,-0.3246277618357193,-0.015663183126328046,-0.3717090550379526,-0.6963368168736719
STL(IOD ~ trend() + season(period = 12)),1915-01-01,-0.63,-0.36343860387896754,0.0986697885562221,-0.36523118467725457,-0.7286697885562221
STL(IOD ~ trend() + season(period = 12)),1915-02-01,-0.688,-0.38983589247504774,0.12577747573236375,-0.42394158325731596,-0.8137774757323637
STL(IOD ~ trend() + season(period = 12)),1915-03-01,-0.403,-0.4162331810711279,0.15049171707093933,-0.13725853599981147,-0.5534917170709394
STL(IOD ~ trend() + season(period = 12)),1915-04-01,-0.28,-0.4426304696672081,0.1103227127812116,0.05230775688599648,-0.3903227127812116
STL(IOD ~ trend() + season(period = 12)),1915-05-01,-0.495,-0.420955967947682,0.05415453399045996,-0.12819856604277802,-0.54915453399046
STL(IOD ~ trend() + season(period = 12)),1915-06-01,-0.202,-0.3992814662281558,0.21755260714889035,-0.02027114092073462,-0.4195526071488904
STL(IOD ~ trend() + season(period = 12)),1915-07-01,-0.704,-0.3776069645086297,-0.1225252924220708,-0.2038677430692995,-0.5814747075779292
STL(IOD ~ trend() + season(period = 12)),1915-08-01,-0.44,-0.33786599429472314,-0.12409332054154379,0.021959314836266952,-0.3159066794584562
STL(IOD ~ trend() + season(period = 12)),1915-09-01,-0.377,-0.2981250240808166,-0.2273268273538639,0.14845185143468048,-0.1496731726461361
STL(IOD ~ trend() + season(period = 12)),1915-10-01,-0.316,-0.25838405386691005,-0.1406605020765235,0.08304455594343355,-0.1753394979234765
STL(IOD ~ trend() + season(period = 12)),1915-11-01,-0.227,-0.2504639176371482,-0.1385030565790368,0.161966974216185,-0.0884969434209632
STL(IOD ~ trend() + season(period = 12)),1915-12-01,-0.026,-0.24254378140738633,-0.024864105143648126,0.24140788655103446,-0.0011358948563518732
STL(IOD ~ trend() + season(period = 12)),1916-01-01,-0.13,-0.23462364517762446,0.11690380971467164,-0.012280164537047167,-0.24690380971467163
STL(IOD ~ trend() + season(period = 12)),1916-02-01,-0.03,-0.26818175028538344,0.15398355668458302,0.08419819360080041,-0.18398355668458302
STL(IOD ~ trend() + season(period = 12)),1916-03-01,0.058,-0.30173985539314235,0.17182881516193574,0.1879110402312066,-0.11382881516193574
STL(IOD ~ trend() + season(period = 12)),1916-04-01,0.138,-0.3352979605009013,0.11136629630077635,0.361931664200125,0.02663370369922366
STL(IOD ~ trend() + season(period = 12)),1916-05-01,-0.156,-0.3666648967893021,0.008433381710033057,0.20223151507926904,-0.16443338171003305
STL(IOD ~ trend() + season(period = 12)),1916-06-01,-0.398,-0.3980318330777028,0.1708557367623025,-0.17082390368459982,-0.5688557367623026
STL(IOD ~ trend() + season(period = 12)),1916-07-01,-0.686,-0.42939876936610355,-0.10792856158768675,-0.1486726690462098,-0.5780714384123133
STL(IOD ~ trend() + season(period = 12)),1916-08-01,-0.852,-0.44321124185555644,-0.1042813227825388,-0.30450743536190467,-0.7477186772174611
STL(IOD ~ trend() + season(period = 12)),1916-09-01,-1.268,-0.4570237143450093,-0.22588743723534505,-0.5850888484196457,-1.042112562764655
STL(IOD ~ trend() + season(period = 12)),1916-10-01,-0.97,-0.4708361868344622,-0.15279021179386393,-0.3463736013716738,-0.817209788206136
STL(IOD ~ trend() + season(period = 12)),1916-11-01,-0.706,-0.47067882063670696,-0.1353177292820448,-0.10000345008124822,-0.5706822707179552
STL(IOD ~ trend() + season(period = 12)),1916-12-01,-0.28,-0.47052145443895166,-0.034769943317508434,0.22529139775646007,-0.2452300566824916
STL(IOD ~ trend() + season(period = 12)),1917-01-01,-0.03,-0.4703640882411964,0.14508297636854395,0.2952811118726525,-0.17508297636854395
STL(IOD ~ trend() + season(period = 12)),1917-02-01,-0.046,-0.4605499209183864,0.18239004210244647,0.23215987881593997,-0.22839004210244646
STL(IOD ~ trend() + season(period = 12)),1917-03-01,-0.092,-0.4507357535955765,0.2019226880510059,0.15681306554457058,-0.2939226880510059
STL(IOD ~ trend() + season(period = 12)),1917-04-01,-0.236,-0.4409215862727665,0.1117148241504982,0.0932067621222683,-0.3477148241504982
STL(IOD ~ trend() + season(period = 12)),1917-05-01,-0.408,-0.4443243763040579,0.028990906439437965,0.007333469864619968,-0.43699090643943794
STL(IOD ~ trend() + season(period = 12)),1917-06-01,-0.341,-0.4477271663353493,0.11330093173513318,-0.006573765399783882,-0.4543009317351332
STL(IOD ~ trend() + season(period = 12)),1917-07-01,-0.591,-0.4511299563666407,-0.12272668988855777,-0.01714335374480147,-0.4682733101114422
STL(IOD ~ trend() + season(period = 12)),1917-08-01,-0.435,-0.4519885339585077,-0.13764013838598435,0.15462867234449207,-0.2973598616140156
STL(IOD ~ trend() + season(period = 12)),1917-09-01,-0.872,-0.45284711155037466,-0.23334052773621008,-0.18581236071341528,-0.6386594722637899
STL(IOD ~ trend() + season(period = 12)),1917-10-01,-1.064,-0.45370568914224163,-0.17290844222455176,-0.4373858686332067,-0.8910915577754484
STL(IOD ~ trend() + season(period = 12)),1917-11-01,-0.897,-0.43484563073442795,-0.13221758137813655,-0.3299367878874355,-0.7647824186218635
STL(IOD ~ trend() + season(period = 12)),1917-12-01,-0.67,-0.4159855723266142,-0.03037751079873827,-0.22363691687464754,-0.6396224892012617
STL(IOD ~ trend() + season(period = 12)),1918-01-01,0.013,-0.3971255139188005,0.17770139958780778,0.23242411433099275,-0.16470139958780777
STL(IOD ~ trend() + season(period = 12)),1918-02-01,0.135,-0.3425009547078901,0.21526445124875615,0.26223650345913396,-0.08026445124875614
STL(IOD ~ trend() + season(period = 12)),1918-03-01,0.107,-0.2878763954969797,0.23651315183157692,0.15836324366540278,-0.1295131518315769
STL(IOD ~ trend() + season(period = 12)),1918-04-01,-0.294,-0.23325183628606927,0.116718776388046,-0.17746694010197672,-0.410718776388046
STL(IOD ~ trend() + season(period = 12)),1918-05-01,-0.421,-0.18247355711117774,0.05436268905299387,-0.2928891319418161,-0.47536268905299384
STL(IOD ~ trend() + season(period = 12)),1918-06-01,-0.203,-0.13169527793628621,0.060714799563123666,-0.13201952162683744,-0.26371479956312366
STL(IOD ~ trend() + season(period = 12)),1918-07-01,-0.129,-0.08091699876139469,-0.1324017303632602,0.08431872912465488,0.0034017303632601914
STL(IOD ~ trend() + season(period = 12)),1918-08-01,-0.078,-0.08048388986987717,-0.16593643066760533,0.16842032053748252,0.08793643066760533
STL(IOD ~ trend() + season(period = 12)),1918-09-01,-0,-0.08005078097835965,-0.2357916594195946,0.3158424403979542,0.2357916594195946
STL(IOD ~ trend() + season(period = 12)),1918-10-01,0.152,-0.07961767208684213,-0.18846782250108907,0.42008549458793115,0.34046782250108903
STL(IOD ~ trend() + season(period = 12)),1918-11-01,0.195,-0.09261203436039042,-0.12500169198340785,0.41261372634379834,0.3200016919834079
STL(IOD ~ trend() + season(period = 12)),1918-12-01,0.057,-0.1056063966339387,-0.022874764823713013,0.1854811614576517,0.07987476482371302
STL(IOD ~ trend() + season(period = 12)),1919-01-01,-0.027,-0.11860075890748699,0.16942678866001523,-0.07782602975252824,-0.19642678866001523
STL(IOD ~ trend() + season(period = 12)),1919-02-01,-0.117,-0.1428975268835104,0.20425070722477204,-0.1783531803412616,-0.321250707224772
STL(IOD ~ trend() + season(period = 12)),1919-03-01,-0.27,-0.16719429485953383,0.2374105013399582,-0.3402162064804244,-0.5074105013399582
STL(IOD ~ trend() + season(period = 12)),1919-04-01,-0.407,-0.19149106283555725,0.08379769756812508,-0.2993066347325678,-0.4907976975681251
STL(IOD ~ trend() + season(period = 12)),1919-05-01,-0.399,-0.2108498015818663,0.059572056539703606,-0.2477222549578373,-0.4585720565397036
STL(IOD ~ trend() + season(period = 12)),1919-06-01,-0.356,-0.23020854032817537,0.06755244252964131,-0.19334390220146594,-0.4235524425296413
STL(IOD ~ trend() + season(period = 12)),1919-07-01,-0.176,-0.24956727907448442,-0.13487917189259352,0.20844645096707795,-0.04112082810740647
STL(IOD ~ trend() + season(period = 12)),1919-08-01,-0.319,-0.23182551767098367,-0.17221711035398007,0.08504262802496373,-0.14678288964601993
STL(IOD ~ trend() + season(period = 12)),1919-09-01,-0.22,-0.21408375626748294,-0.1835493127623432,0.17763306902982615,-0.03645068723765679
STL(IOD ~ trend() + season(period = 12)),1919-10-01,-0.349,-0.19634199486398218,-0.1402820868414774,-0.012375918294540406,-0.2087179131585226
STL(IOD ~ trend() + season(period = 12)),1919-11-01,-0.262,-0.18004727286699385,-0.09758411172535354,0.015631384592347364,-0.16441588827464648
STL(IOD ~ trend() + season(period = 12)),1919-12-01,-0.406,-0.1637525508700055,-0.039563583412595464,-0.20268386571739905,-0.36643641658740456
STL(IOD ~ trend() + season(period = 12)),1920-01-01,0.017,-0.14745782887301717,0.1499819727971533,0.014475856075863852,-0.13298197279715332
STL(IOD ~ trend() + season(period = 12)),1920-02-01,0.055,-0.16283592706622954,0.18369201576076255,0.034143911305466984,-0.12869201576076256
STL(IOD ~ trend() + season(period = 12)),1920-03-01,0.139,-0.1782140252594419,0.23038816090335804,0.08682586435608389,-0.09138816090335802
STL(IOD ~ trend() + season(period = 12)),1920-04-01,0.058,-0.19359212345265428,0.045056454460276826,0.20653566899237746,0.012943545539723177
STL(IOD ~ trend() + season(period = 12)),1920-05-01,0.27,-0.21240950296507113,0.06106078539554014,0.421348717569531,0.20893921460445988
STL(IOD ~ trend() + season(period = 12)),1920-06-01,-0.058,-0.23122688247748802,0.07284550940186808,0.10038137307561992,-0.1308455094018681
STL(IOD ~ trend() + season(period = 12)),1920-07-01,-0.59,-0.25004426198990487,-0.13672512697963532,-0.20323061103045975,-0.4532748730203646
STL(IOD ~ trend() + season(period = 12)),1920-08-01,-0.601,-0.2667772834643048,-0.17599607687196947,-0.1582266396637257,-0.4250039231280305
STL(IOD ~ trend() + season(period = 12)),1920-09-01,-0.609,-0.2835103049387047,-0.12693502621061264,-0.19855466885068263,-0.48206497378938734
STL(IOD ~ trend() + season(period = 12)),1920-10-01,-0.446,-0.30024332641310464,-0.08639937356831515,-0.05935730001858025,-0.3596006264316849
STL(IOD ~ trend() + season(period = 12)),1920-11-01,-0.577,-0.3139875775920776,-0.06314451613467731,-0.19986790627324502,-0.5138554838653226
STL(IOD ~ trend() + season(period = 12)),1920-12-01,-0.388,-0.3277318287710506,-0.0485867744879796,-0.011681396740969796,-0.3394132255120204
STL(IOD ~ trend() + season(period = 12)),1921-01-01,-0.296,-0.3414760799500236,0.08644446323648793,-0.040968383286464294,-0.3824444632364879
STL(IOD ~ trend() + season(period = 12)),1921-02-01,-0.165,-0.3468636481837592,0.10991250693171808,0.0719511412520411,-0.2749125069317181
STL(IOD ~ trend() + season(period = 12)),1921-03-01,-0.081,-0.35225121641749474,0.1904714946833716,0.08077972173412312,-0.2714714946833716
STL(IOD ~ trend() + season(period = 12)),1921-04-01,-0.189,-0.35763878465123033,0.06601893237069106,0.10261985228053927,-0.25501893237069106
STL(IOD ~ trend() + season(period = 12)),1921-05-01,-0.041,-0.3590228306768384,0.06515880870405467,0.2528640219727837,-0.10615880870405468
STL(IOD ~ trend() + season(period = 12)),1921-06-01,-0.214,-0.3604068767024464,0.08675717285657317,0.059649703845873314,-0.3007571728565731
STL(IOD ~ trend() + season(period = 12)),1921-07-01,-0.441,-0.36179092272805446,-0.14379266112914443,0.06458358385719887,-0.2972073388708556
STL(IOD ~ trend() + season(period = 12)),1921-08-01,-0.932,-0.36372953261335583,-0.16001549713334326,-0.40825497025330093,-0.7719845028666568
STL(IOD ~ trend() + season(period = 12)),1921-09-01,-0.548,-0.3656681424986572,-0.08964616583087295,-0.09268569167046992,-0.4583538341691271
STL(IOD ~ trend() + season(period = 12)),1921-10-01,-0.474,-0.36760675238395857,-0.031989587765895715,-0.07440365985014569,-0.44201041223410426
STL(IOD ~ trend() + season(period = 12)),1921-11-01,-0.484,-0.3680953433755658,-0.03133295063327281,-0.08457170599116137,-0.4526670493667272
STL(IOD ~ trend() + season(period = 12)),1921-12-01,-0.382,-0.3685839343671731,-0.051391164975983034,0.03797509934315618,-0.33060883502401694
STL(IOD ~ trend() + season(period = 12)),1922-01-01,-0.382,-0.3690725253587804,0.024553492979164048,-0.037480967620383665,-0.40655349297916404
STL(IOD ~ trend() + season(period = 12)),1922-02-01,-0.196,-0.36432976409478457,0.037007043345193905,0.13132272074959067,-0.2330070433451939
STL(IOD ~ trend() + season(period = 12)),1922-03-01,0.079,-0.3595870028307887,0.1506563796450842,0.2879306231857045,-0.07165637964508419
STL(IOD ~ trend() + season(period = 12)),1922-04-01,-0.39,-0.3548442415667929,0.0863804759075106,-0.12153623434071775,-0.47638047590751065
STL(IOD ~ trend() + season(period = 12)),1922-05-01,-0.376,-0.35445788255135247,0.06795341208368083,-0.08949552953232837,-0.44395341208368083
STL(IOD ~ trend() + season(period = 12)),1922-06-01,-0.068,-0.35407152353591204,0.09871776589542511,0.18735375764048692,-0.1667177658954251
STL(IOD ~ trend() + season(period = 12)),1922-07-01,-0.548,-0.3536851645204716,-0.1534589161814715,-0.04085591929805693,-0.39454108381852854
STL(IOD ~ trend() + season(period = 12)),1922-08-01,-0.415,-0.35707579715367127,-0.14720376259003,0.08927955974370133,-0.26779623740996994
STL(IOD ~ trend() + season(period = 12)),1922-09-01,-0.511,-0.3604664297868709,-0.056096274938941176,-0.09443729527418793,-0.4549037250610588
STL(IOD ~ trend() + season(period = 12)),1922-10-01,-0.529,-0.36385706242007054,0.018297441546733573,-0.183440379126663,-0.5472974415467335
STL(IOD ~ trend() + season(period = 12)),1922-11-01,-0.547,-0.3556775969762206,-0.004027928623640709,-0.1872944744001387,-0.5429720713763593
STL(IOD ~ trend() + season(period = 12)),1922-12-01,-0.304,-0.3474981315323706,-0.05873754923399678,0.10223568076636735,-0.24526245076600323
STL(IOD ~ trend() + season(period = 12)),1923-01-01,-0.204,-0.3393186660885206,-5.878469675133352e-4,0.13590651305603396,-0.20341215303248666
STL(IOD ~ trend() + season(period = 12)),1923-02-01,-0.413,-0.30166565989775573,0.0017535416500674573,-0.11308788175231171,-0.41475354165006745
STL(IOD ~ trend() + season(period = 12)),1923-03-01,-0.282,-0.26401265370699084,0.12222641967432764,-0.1402137659673367,-0.40422641967432754
STL(IOD ~ trend() + season(period = 12)),1923-04-01,-0.239,-0.22635964751622592,0.08667419696982355,-0.0993145494535976,-0.3256741969698235
STL(IOD ~ trend() + season(period = 12)),1923-05-01,-0.311,-0.1947384152332392,0.04112908655680845,-0.15739067132356926,-0.35212908655680847
STL(IOD ~ trend() + season(period = 12)),1923-06-01,-0.102,-0.16311718295025252,0.11097085823163527,-0.04985367528138274,-0.21297085823163525
STL(IOD ~ trend() + season(period = 12)),1923-07-01,-0.403,-0.1314959506672658,-0.15147164982424594,-0.12003239950848829,-0.2515283501757541
STL(IOD ~ trend() + season(period = 12)),1923-08-01,-0.001,-0.1337662993131752,-0.10479003925918569,0.23755633857236091,0.10379003925918569
STL(IOD ~ trend() + season(period = 12)),1923-09-01,0.241,-0.1360366479590846,-0.04387902650793049,0.4209156744670151,0.2848790265079305
STL(IOD ~ trend() + season(period = 12)),1923-10-01,0.276,-0.13830699660499401,0.0384361117564798,0.3758708848485143,0.23756388824352023
STL(IOD ~ trend() + season(period = 12)),1923-11-01,0.448,-0.1572514696022951,0.015259995006061573,0.5899914745962336,0.43274000499393844
STL(IOD ~ trend() + season(period = 12)),1923-12-01,-0.202,-0.17619594259959623,-0.06263243511203281,0.03682837771162903,-0.1393675648879672
STL(IOD ~ trend() + season(period = 12)),1924-01-01,-0.434,-0.19514041559689732,-0.02461629680174765,-0.21424328760135503,-0.40938370319825235
STL(IOD ~ trend() + season(period = 12)),1924-02-01,-0.597,-0.23456627442419123,-0.03270591049885888,-0.3297278150769499,-0.5642940895011411
STL(IOD ~ trend() + season(period = 12)),1924-03-01,-0.428,-0.27399213325148514,0.09427166868352822,-0.24827953543204312,-0.5222716686835283
STL(IOD ~ trend() + season(period = 12)),1924-04-01,-0.267,-0.313417992078779,0.0868191086271015,-0.04040111654832251,-0.35381910862710153
STL(IOD ~ trend() + season(period = 12)),1924-05-01,-0.415,-0.3369795543650284,0.013531933239908919,-0.09155237887488049,-0.4285319332399089
STL(IOD ~ trend() + season(period = 12)),1924-06-01,-0.447,-0.3605411166512778,0.12176685157083879,-0.20822573491956103,-0.5687668515708388
STL(IOD ~ trend() + season(period = 12)),1924-07-01,-0.395,-0.3841026789375272,-0.1516257536710065,0.14072843260853368,-0.24337424632899352
STL(IOD ~ trend() + season(period = 12)),1924-08-01,-0.418,-0.3564156511916709,-0.06497542979555553,0.003391080987226458,-0.35302457020444444
STL(IOD ~ trend() + season(period = 12)),1924-09-01,-0.652,-0.3287286234458146,-0.03471863560736198,-0.2885527409468234,-0.617281364392638
STL(IOD ~ trend() + season(period = 12)),1924-10-01,-0.209,-0.3010415956999583,0.05544416994108528,0.03659742575887304,-0.26444416994108527
STL(IOD ~ trend() + season(period = 12)),1924-11-01,-0.409,-0.26065683594166905,0.031343552115924565,-0.17968671617425547,-0.4403435521159245
STL(IOD ~ trend() + season(period = 12)),1924-12-01,-0.365,-0.22027207618337974,-0.06932556134870543,-0.07540236246791482,-0.29567443865129456
STL(IOD ~ trend() + season(period = 12)),1925-01-01,-0.317,-0.17988731642509048,-0.020086425551811084,-0.11702625802309846,-0.29691357444818894
STL(IOD ~ trend() + season(period = 12)),1925-02-01,-0.028,-0.13684550889995453,-0.029716791447489448,0.138562300347444,0.001716791447489447
STL(IOD ~ trend() + season(period = 12)),1925-03-01,-0.008,-0.09380370137481857,0.0770567613473972,0.00874694002742138,-0.08505676134739719
STL(IOD ~ trend() + season(period = 12)),1925-04-01,0.482,-0.0507618938496826,0.08929400787893618,0.44346788597074643,0.39270599212106383
STL(IOD ~ trend() + season(period = 12)),1925-05-01,-0.043,-0.024789371607563362,0.01773238822926925,-0.03594301662170589,-0.06073238822926925
STL(IOD ~ trend() + season(period = 12)),1925-06-01,0.081,0.001183150634555874,0.11452485856757015,-0.03470800920212602,-0.03352485856757015
STL(IOD ~ trend() + season(period = 12)),1925-07-01,-0.167,0.02715567287667511,-0.14338015361328144,-0.05077551926339369,-0.023619846386718574
STL(IOD ~ trend() + season(period = 12)),1925-08-01,-0.04,0.019887430421106453,-0.07679068507469758,0.016903254653591125,0.03679068507469758
STL(IOD ~ trend() + season(period = 12)),1925-09-01,0.389,0.012619187965537796,-0.06669799482399674,0.44307880685845896,0.45569799482399675
STL(IOD ~ trend() + season(period = 12)),1925-10-01,0.103,0.005350945509969139,0.029360282493389886,0.06828877199664099,0.07363971750661012
STL(IOD ~ trend() + season(period = 12)),1925-11-01,0.118,-0.009838275599090387,0.05244126427574077,0.0753970113233496,0.06555873572425922
STL(IOD ~ trend() + season(period = 12)),1925-12-01,-0.152,-0.025027496708149913,-0.046319794850832895,-0.08065270844101718,-0.1056802051491671
STL(IOD ~ trend() + season(period = 12)),1926-01-01,-0.004,-0.04021671781720944,-0.010180398283390958,0.0463971161006004,0.006180398283390958
STL(IOD ~ trend() + season(period = 12)),1926-02-01,-0.359,-0.06146546271905445,-0.022098033819310907,-0.2754365034616346,-0.33690196618068907
STL(IOD ~ trend() + season(period = 12)),1926-03-01,-0.041,-0.08271420762089948,0.06372497514640083,-0.022010767525501337,-0.10472497514640082
STL(IOD ~ trend() + season(period = 12)),1926-04-01,-0.247,-0.1039629525227445,0.09466741849874974,-0.2377044659760052,-0.3416674184987497
STL(IOD ~ trend() + season(period = 12)),1926-05-01,-0.085,-0.12650619694085594,0.023846744819452682,0.01765945212140324,-0.1088467448194527
STL(IOD ~ trend() + season(period = 12)),1926-06-01,0.147,-0.14904944135896736,0.1081688170405211,0.18788062431844627,0.03883118295947889
STL(IOD ~ trend() + season(period = 12)),1926-07-01,-0.231,-0.17159268577707879,-0.13527655220394028,0.07586923798101905,-0.09572344779605974
STL(IOD ~ trend() + season(period = 12)),1926-08-01,-0.006,-0.1819183682697902,-0.08956894689606015,0.26548731516585033,0.08356894689606015
STL(IOD ~ trend() + season(period = 12)),1926-09-01,-0.405,-0.19224405076250162,-0.1004613684766887,-0.11229458076080973,-0.30453863152331134
STL(IOD ~ trend() + season(period = 12)),1926-10-01,-0.115,-0.20256973325521302,0.0010065777401771399,0.08656315551503588,-0.11600657774017714
STL(IOD ~ trend() + season(period = 12)),1926-11-01,-0.49,-0.2224303567087885,0.07078335626057944,-0.3383529995517909,-0.5607833562605794
STL(IOD ~ trend() + season(period = 12)),1926-12-01,-0.422,-0.24229098016236394,-0.026201838190225472,-0.15350718164741056,-0.3957981618097745
STL(IOD ~ trend() + season(period = 12)),1927-01-01,-0.201,-0.2621516036159394,0.017262759593830102,0.0438888440221093,-0.21826275959383012
STL(IOD ~ trend() + season(period = 12)),1927-02-01,0.042,-0.2871387655485117,-0.006062249223167743,0.3352010147716794,0.048062249223167736
STL(IOD ~ trend() + season(period = 12)),1927-03-01,-0.202,-0.312125927481084,0.06659628446778044,0.04352964301330353,-0.26859628446778044
STL(IOD ~ trend() + season(period = 12)),1927-04-01,-0.398,-0.33711308941365625,0.08210427899684725,-0.14299118958319101,-0.48010427899684727
STL(IOD ~ trend() + season(period = 12)),1927-05-01,-0.256,-0.35057102660078776,0.034750329824451934,0.059820696776335835,-0.2907503298244519
STL(IOD ~ trend() + season(period = 12)),1927-06-01,-0.168,-0.3640289637879192,0.12033056869834707,0.07569839508957216,-0.28833056869834706
STL(IOD ~ trend() + season(period = 12)),1927-07-01,-0.575,-0.3774869009750507,-0.1209089540222109,-0.07660414500273832,-0.45409104597778904
STL(IOD ~ trend() + season(period = 12)),1927-08-01,-0.611,-0.3880757153231561,-0.10919985380509803,-0.11372443087174589,-0.501800146194902
STL(IOD ~ trend() + season(period = 12)),1927-09-01,-0.664,-0.3986645296712615,-0.16665417172773378,-0.09868129860100477,-0.49734582827226625
STL(IOD ~ trend() + season(period = 12)),1927-10-01,-0.602,-0.40925334401936686,-0.047126513666240405,-0.1456201423143927,-0.5548734863337595
STL(IOD ~ trend() + season(period = 12)),1927-11-01,-0.287,-0.41863871960593435,0.0989684794605276,0.03267024014540676,-0.3859684794605276
STL(IOD ~ trend() + season(period = 12)),1927-12-01,-0.378,-0.42802409519250184,0.006754070178771766,0.04327002501373006,-0.3847540701787718
STL(IOD ~ trend() + season(period = 12)),1928-01-01,-0.377,-0.43740947077906933,0.045083553850571965,0.015325916928497385,-0.42208355385057195
STL(IOD ~ trend() + season(period = 12)),1928-02-01,-0.36,-0.4479832985894772,0.010454344628617315,0.0775289539608599,-0.3704543446286173
STL(IOD ~ trend() + season(period = 12)),1928-03-01,-0.277,-0.45855712639988505,0.07005157592092302,0.11150555047896199,-0.34705157592092306
STL(IOD ~ trend() + season(period = 12)),1928-04-01,-0.313,-0.46913095421029294,0.07016865234886555,0.08596230186142739,-0.38316865234886555
STL(IOD ~ trend() + season(period = 12)),1928-05-01,-0.268,-0.47201770810105426,0.046324958405529776,0.1576927496955245,-0.31432495840552976
STL(IOD ~ trend() + season(period = 12)),1928-06-01,-0.465,-0.4749044619918156,0.13314913124113834,-0.12324466924932287,-0.5981491312411384
STL(IOD ~ trend() + season(period = 12)),1928-07-01,-0.64,-0.4777912158825769,-0.10589877764662954,-0.05631000647079354,-0.5341012223533704
STL(IOD ~ trend() + season(period = 12)),1928-08-01,-0.891,-0.4750999306483934,-0.12820004405414517,-0.2877000252974614,-0.7627999559458548
STL(IOD ~ trend() + season(period = 12)),1928-09-01,-0.87,-0.47240864541420985,-0.2322281198526494,-0.1653632347331408,-0.6377718801473506
STL(IOD ~ trend() + season(period = 12)),1928-10-01,-0.733,-0.46971736018002636,-0.09461339837342052,-0.1686692414465532,-0.6383866016265796
STL(IOD ~ trend() + season(period = 12)),1928-11-01,-0.206,-0.4567662502848857,0.12782716093282112,0.1229390893520646,-0.3338271609328211
STL(IOD ~ trend() + season(period = 12)),1928-12-01,-0.372,-0.44381514038974507,0.04044113875927204,0.03137400163047305,-0.412441138759272
STL(IOD ~ trend() + season(period = 12)),1929-01-01,-0.284,-0.4308640304946044,0.06350353467023476,0.08336049582436966,-0.34750353467023476
STL(IOD ~ trend() + season(period = 12)),1929-02-01,-0.362,-0.4041134364976361,0.01426909368603505,0.02784434281160103,-0.37626909368603506
STL(IOD ~ trend() + season(period = 12)),1929-03-01,-0.238,-0.3773628425006677,0.0697172359357003,0.06964560656496738,-0.30771723593570033
STL(IOD ~ trend() + season(period = 12)),1929-04-01,-0.222,-0.3506122485036994,0.09635399223893958,0.03225825626475981,-0.31835399223893956
STL(IOD ~ trend() + season(period = 12)),1929-05-01,-0.361,-0.33814375566122196,0.049249309308841305,-0.07210555364761934,-0.4102493093088413
STL(IOD ~ trend() + season(period = 12)),1929-06-01,-0.246,-0.3256752628187446,0.12206661202577146,-0.04239134920702686,-0.36806661202577146
STL(IOD ~ trend() + season(period = 12)),1929-07-01,-0.388,-0.3132067699762672,-0.07509185565950709,2.986256357742634e-4,-0.3129081443404929
STL(IOD ~ trend() + season(period = 12)),1929-08-01,-0.487,-0.31684743305595386,-0.13344148861638092,-0.03671107832766518,-0.35355851138361905
STL(IOD ~ trend() + season(period = 12)),1929-09-01,-0.305,-0.3204880961356405,-0.29609691498548163,0.31158501112112214,-0.008903085014518364
STL(IOD ~ trend() + season(period = 12)),1929-10-01,-0.356,-0.3241287592153272,-0.14534236825327695,0.11347112746860416,-0.21065763174672303
STL(IOD ~ trend() + season(period = 12)),1929-11-01,-0.281,-0.32755122524144825,0.14584674085869567,-0.09929551561724742,-0.4268467408586957
STL(IOD ~ trend() + season(period = 12)),1929-12-01,-0.024,-0.33097369126756926,0.06137841299152918,0.24559527827604008,-0.08537841299152918
STL(IOD ~ trend() + season(period = 12)),1930-01-01,-0.423,-0.3343961572936903,0.08356064169526,-0.17216448440156973,-0.50656064169526
