.model,Period,IOD,trend,season_12,remainder,season_adjust
STL(IOD ~ trend() + season(period = 12)),1930-02-01,-0.513,-0.3360516092059999,0.019712667249255265,-0.19666105804325534,-0.5327126672492553
STL(IOD ~ trend() + season(period = 12)),1930-03-01,-0.32,-0.3377070611183095,0.07100341875672009,-0.05329635763841056,-0.39100341875672007
STL(IOD ~ trend() + season(period = 12)),1930-04-01,-0.245,-0.3393625130306191,0.12407945973863055,-0.02971694670801145,-0.36907945973863054
STL(IOD ~ trend() + season(period = 12)),1930-05-01,-0.445,-0.33246582435927396,0.053633392625144216,-0.16616756826587026,-0.4986333926251442
STL(IOD ~ trend() + season(period = 12)),1930-06-01,-0.138,-0.3255691356879288,0.11221423236523502,0.07535490332269373,-0.25021423236523505
STL(IOD ~ trend() + season(period = 12)),1930-07-01,-0.405,-0.31867244701658365,-0.04328438697571519,-0.043043166007701195,-0.36171561302428484
STL(IOD ~ trend() + season(period = 12)),1930-08-01,-0.33,-0.3169276068752872,-0.1381060748347583,0.1250336817100455,-0.1918939251652417
STL(IOD ~ trend() + season(period = 12)),1930-09-01,-0.802,-0.3151827667339908,-0.3598125401272667,-0.12700469313874252,-0.44218745987273333
STL(IOD ~ trend() + season(period = 12)),1930-10-01,-0.417,-0.31343792659269437,-0.1964800124586911,0.09291793905138548,-0.2205199875413089
STL(IOD ~ trend() + season(period = 12)),1930-11-01,0.112,-0.32069521936213563,0.16289580214240768,0.26979941721972794,-0.05089580214240767
STL(IOD ~ trend() + season(period = 12)),1930-12-01,-0.114,-0.3279525121315769,0.0807257411143381,0.1332267710172388,-0.1947257411143381
STL(IOD ~ trend() + season(period = 12)),1931-01-01,-0.057,-0.33520980490101815,0.07550136581981433,0.20270843908120384,-0.1325013658198143
STL(IOD ~ trend() + season(period = 12)),1931-02-01,-0.334,-0.35071918423714704,0.021874993504097356,-0.005155809266950306,-0.35587499350409735
STL(IOD ~ trend() + season(period = 12)),1931-03-01,-0.548,-0.3662285635732759,0.08557954620172509,-0.2673509826284492,-0.6335795462017251
STL(IOD ~ trend() + season(period = 12)),1931-04-01,-0.525,-0.38173794290940477,0.14632607448774995,-0.2895881315783452,-0.67132607448775
STL(IOD ~ trend() + season(period = 12)),1931-05-01,-0.258,-0.4065252609636751,0.052494968758743356,0.0960302922049317,-0.3104949687587434
STL(IOD ~ trend() + season(period = 12)),1931-06-01,-0.28,-0.43131257901794545,0.12143945165897287,0.029873127358972573,-0.4014394516589729
STL(IOD ~ trend() + season(period = 12)),1931-07-01,-0.413,-0.45609989707221577,-0.020983763364323716,0.06408366043653951,-0.39201623663567625
STL(IOD ~ trend() + season(period = 12)),1931-08-01,-0.502,-0.4665876934419953,-0.09792199097898005,0.06250968442097532,-0.40407800902102
STL(IOD ~ trend() + season(period = 12)),1931-09-01,-1.01,-0.4770754898117749,-0.39376727169711423,-0.1391572384911109,-0.6162327283028858
STL(IOD ~ trend() + season(period = 12)),1931-10-01,-0.597,-0.4875632861815544,-0.22352544175876227,0.11408872794031671,-0.3734745582412377
STL(IOD ~ trend() + season(period = 12)),1931-11-01,-0.184,-0.48354163446566684,0.13896638099380573,0.16057525347186113,-0.3229663809938057
STL(IOD ~ trend() + season(period = 12)),1931-12-01,-0.812,-0.47951998274977925,0.06486841734218324,-0.397348434592404,-0.8768684173421832
STL(IOD ~ trend() + season(period = 12)),1932-01-01,-0.426,-0.47549833103389166,0.0655642383680965,-0.01606590733420482,-0.4915642383680965
STL(IOD ~ trend() + season(period = 12)),1932-02-01,-0.58,-0.4636678577612069,0.02267911072159971,-0.13901125296039274,-0.6026791107215996
STL(IOD ~ trend() + season(period = 12)),1932-03-01,-0.438,-0.4518373844885221,0.09931710714832281,-0.0854797226598008,-0.5373171071483229
STL(IOD ~ trend() + season(period = 12)),1932-04-01,-0.125,-0.44000691121583735,0.16816707965522298,0.14683983156061442,-0.29316707965522293
STL(IOD ~ trend() + season(period = 12)),1932-05-01,-0.378,-0.416094687359595,0.05138389222745708,-0.013289204867862114,-0.4293838922274571
STL(IOD ~ trend() + season(period = 12)),1932-06-01,-0.396,-0.3921824635033526,0.13103846911301215,-0.1348560056096595,-0.5270384691130121
STL(IOD ~ trend() + season(period = 12)),1932-07-01,-0.245,-0.36827023964711025,0.002037109232556019,0.12123313041455425,-0.247037109232556
STL(IOD ~ trend() + season(period = 12)),1932-08-01,-0.489,-0.3393790617187216,-0.05682688740256368,-0.09279405087871467,-0.4321731125974363
STL(IOD ~ trend() + season(period = 12)),1932-09-01,-0.403,-0.31048788379033304,-0.4266202128111738,0.3341080966015068,0.02362021281117377
STL(IOD ~ trend() + season(period = 12)),1932-10-01,-0.729,-0.2815967058619444,-0.2494102851381801,-0.19799300899987549,-0.4795897148618199
STL(IOD ~ trend() + season(period = 12)),1932-11-01,-0.314,-0.27821706346647923,0.11625634123072248,-0.15203927776424325,-0.4302563412307225
STL(IOD ~ trend() + season(period = 12)),1932-12-01,-0.033,-0.274837421071014,0.050220007094731525,0.19161741397628246,-0.08322000709473153
STL(IOD ~ trend() + season(period = 12)),1933-01-01,-0.189,-0.2714577786755488,0.07395573908241387,0.008502039593134947,-0.2629557390824139
STL(IOD ~ trend() + season(period = 12)),1933-02-01,-0.092,-0.30172674046888165,0.02220042285694802,0.1875263176119336,-0.11420042285694802
STL(IOD ~ trend() + season(period = 12)),1933-03-01,0.039,-0.33199570226221453,0.10937553053678155,0.261620171725433,-0.07037553053678154
STL(IOD ~ trend() + season(period = 12)),1933-04-01,0.178,-0.36226466405554736,0.15318501708470864,0.38707964697083874,0.024814982915291356
STL(IOD ~ trend() + season(period = 12)),1933-05-01,-0.344,-0.39651229899588103,0.07207672983712736,-0.019564430841246316,-0.41607672983712735
STL(IOD ~ trend() + season(period = 12)),1933-06-01,-0.307,-0.4307599339362147,0.13279499750429338,-0.009035063568078705,-0.4397949975042934
STL(IOD ~ trend() + season(period = 12)),1933-07-01,-0.469,-0.46500756887654837,0.0037889386777430335,-0.007781369801194649,-0.472788938677743
STL(IOD ~ trend() + season(period = 12)),1933-08-01,-0.631,-0.4837181699358762,-0.049032676097657144,-0.09824915396646666,-0.5819673239023428
STL(IOD ~ trend() + season(period = 12)),1933-09-01,-1.567,-0.502428770995204,-0.3915315802548825,-0.6730396487499133,-1.1754684197451173
STL(IOD ~ trend() + season(period = 12)),1933-10-01,-0.985,-0.5211393720545318,-0.2745643267690837,-0.18929630117638452,-0.7104356732309163
STL(IOD ~ trend() + season(period = 12)),1933-11-01,-0.604,-0.508552612840605,0.09252308427174405,-0.18797047143113899,-0.696523084271744
STL(IOD ~ trend() + season(period = 12)),1933-12-01,-0.472,-0.49596585362667833,0.03511964775674006,-0.011153794130061678,-0.50711964775674
STL(IOD ~ trend() + season(period = 12)),1934-01-01,-0.611,-0.4833790944127516,0.08153627496339468,-0.20915718055064303,-0.6925362749633946
STL(IOD ~ trend() + season(period = 12)),1934-02-01,-0.251,-0.4376039022908505,0.020866053137496947,0.16573784915335354,-0.27186605313749695
STL(IOD ~ trend() + season(period = 12)),1934-03-01,-0.166,-0.3918287101689493,0.11853355504897808,0.10729515511997129,-0.28453355504897804
STL(IOD ~ trend() + season(period = 12)),1934-04-01,-0.134,-0.3460535180470482,0.13741490684892774,0.07463861119812049,-0.2714149068489277
STL(IOD ~ trend() + season(period = 12)),1934-05-01,-0.2,-0.3031616843091932,0.09209387099252671,0.011067813316666508,-0.2920938709925267
STL(IOD ~ trend() + season(period = 12)),1934-06-01,-0.016,-0.26026985057133817,0.134174288793435,0.1100955617779032,-0.15017428879343497
STL(IOD ~ trend() + season(period = 12)),1934-07-01,-0.325,-0.21737801683348318,0.005461990372921659,-0.1130839735394385,-0.3304619903729217
STL(IOD ~ trend() + season(period = 12)),1934-08-01,-0.012,-0.19506599464596777,-0.0409521799078568,0.22401817455382458,0.0289521799078568
STL(IOD ~ trend() + season(period = 12)),1934-09-01,-0.497,-0.17275397245845234,-0.35579160017879524,0.03154557263724758,-0.14120839982120476
STL(IOD ~ trend() + season(period = 12)),1934-10-01,-0.322,-0.15044195027093693,-0.29877313429817315,0.12721508456911007,-0.02322686570182686
STL(IOD ~ trend() + season(period = 12)),1934-11-01,-0.155,-0.1358350488355076,0.07002894799659816,-0.08919389916109052,-0.22502894799659812
STL(IOD ~ trend() + season(period = 12)),1934-12-01,-0.159,-0.12122814740007827,0.021407575267281043,-0.0591794278672028,-0.18040757526728107
STL(IOD ~ trend() + season(period = 12)),1935-01-01,0.007,-0.10662124596464895,0.09545948782661891,0.018161758138030046,-0.0884594878266189
STL(IOD ~ trend() + season(period = 12)),1935-02-01,-0.055,-0.09379352849308431,0.03729979526311229,0.0014937332299720107,-0.0922997952631123
STL(IOD ~ trend() + season(period = 12)),1935-03-01,0.119,-0.08096581102151967,0.13157423005472724,0.06839158096679243,-0.012574230054727242
STL(IOD ~ trend() + season(period = 12)),1935-04-01,-0.216,-0.06813809354995504,0.08563767326747922,-0.23349957971752416,-0.3016376732674792
STL(IOD ~ trend() + season(period = 12)),1935-05-01,0.063,-0.06110336355612486,0.10643340701374249,0.017669956542382376,-0.04343340701374249
STL(IOD ~ trend() + season(period = 12)),1935-06-01,0.091,-0.054068633562294695,0.11772120807501116,0.027347425487283535,-0.02672120807501116
STL(IOD ~ trend() + season(period = 12)),1935-07-01,0.052,-0.04703390356846452,-0.03872069647435248,0.137754600042817,0.09072069647435248
STL(IOD ~ trend() + season(period = 12)),1935-08-01,-0.024,-0.0541082561010818,-0.03005210210955217,0.06016035821063397,0.00605210210955217
STL(IOD ~ trend() + season(period = 12)),1935-09-01,-0.247,-0.061182608633699086,-0.28188937058947644,0.09607197922317554,0.03488937058947644
STL(IOD ~ trend() + season(period = 12)),1935-10-01,-0.304,-0.06825696116631637,-0.27177973586658116,0.03603669703289754,-0.03222026413341883
STL(IOD ~ trend() + season(period = 12)),1935-11-01,0.119,-0.08047715718316256,0.0390376520283732,0.16043950515478936,0.0799623479716268
STL(IOD ~ trend() + season(period = 12)),1935-12-01,0.022,-0.09269735320000874,0.011866806044684205,0.10283054715532454,0.010133193955315794
STL(IOD ~ trend() + season(period = 12)),1936-01-01,0.086,-0.10491754921685494,0.10721079802846403,0.0837067511883909,-0.02121079802846404
STL(IOD ~ trend() + season(period = 12)),1936-02-01,-0.389,-0.12659679561065865,0.05167719135487598,-0.3140803957442173,-0.440677191354876
STL(IOD ~ trend() + season(period = 12)),1936-03-01,-0.211,-0.14827604200446237,0.1426741156541522,-0.20539807364968982,-0.3536741156541522
STL(IOD ~ trend() + season(period = 12)),1936-04-01,-0.069,-0.16995528839826607,0.032301324849140174,0.0686539635491259,-0.10130132484914017
STL(IOD ~ trend() + season(period = 12)),1936-05-01,-0.192,-0.18829627991665476,0.11959550276750137,-0.1232992228508466,-0.31159550276750136
STL(IOD ~ trend() + season(period = 12)),1936-06-01,0.064,-0.20663727143504343,0.10072710448080172,0.16991016695424171,-0.036727104480801714
STL(IOD ~ trend() + season(period = 12)),1936-07-01,-0.073,-0.22497826295343212,-0.08280798880574099,0.23478625175917311,0.009807988805740991
STL(IOD ~ trend() + season(period = 12)),1936-08-01,-0.438,-0.23320941616856483,-0.018311952086133888,-0.18647863174530127,-0.4196880479138661
STL(IOD ~ trend() + season(period = 12)),1936-09-01,-0.446,-0.24144056938369754,-0.20640239106581598,0.0018429604495135143,-0.23959760893418403
STL(IOD ~ trend() + season(period = 12)),1936-10-01,-0.691,-0.24967172259883025,-0.24255528973376994,-0.19877298766739976,-0.44844471026623
STL(IOD ~ trend() + season(period = 12)),1936-11-01,-0.063,-0.25753613480413223,0.01092370152824498,0.18361243327588725,-0.07392370152824498
STL(IOD ~ trend() + season(period = 12)),1936-12-01,-0.318,-0.2654005470094342,0.005580460060277814,-0.05817991305084358,-0.3235804600602778
STL(IOD ~ trend() + season(period = 12)),1937-01-01,-0.113,-0.2732649592147362,0.13776365989166,0.02250129932307615,-0.25076365989166005
STL(IOD ~ trend() + season(period = 12)),1937-02-01,-0.231,-0.26899036116113084,0.051906822214279336,-0.013916461053148477,-0.2829068222142793
STL(IOD ~ trend() + season(period = 12)),1937-03-01,-0.256,-0.26471576310752554,0.11820301482317723,-0.10948725171565171,-0.37420301482317725
STL(IOD ~ trend() + season(period = 12)),1937-04-01,-0.402,-0.2604411650539202,-0.01001369958240426,-0.13154513536367557,-0.39198630041759575
STL(IOD ~ trend() + season(period = 12)),1937-05-01,0.042,-0.25013201663542084,0.09999097792663479,0.19214103870878604,-0.05799097792663479
STL(IOD ~ trend() + season(period = 12)),1937-06-01,-0.297,-0.23982286821692153,0.08314907181093721,-0.14032620359401568,-0.3801490718109372
STL(IOD ~ trend() + season(period = 12)),1937-07-01,-0.546,-0.22951371979842222,-0.10447021660230388,-0.21201606359927394,-0.44152978339769616
STL(IOD ~ trend() + season(period = 12)),1937-08-01,-0.252,-0.22126763272540118,-0.031941833047513295,0.0012094657729144753,-0.2200581669524867
STL(IOD ~ trend() + season(period = 12)),1937-09-01,-0.091,-0.21302154565238016,-0.14246855390902757,0.26449009956140773,0.051468553909027576
STL(IOD ~ trend() + season(period = 12)),1937-10-01,-0.304,-0.2047754585793591,-0.19677345432664664,0.09754891290600576,-0.10722654567335335
STL(IOD ~ trend() + season(period = 12)),1937-11-01,-0.115,-0.20483692301713619,0.020391526862693625,0.06944539615444256,-0.13539152686269362
STL(IOD ~ trend() + season(period = 12)),1937-12-01,-0.138,-0.20489838745491326,0.011547116843225843,0.0553512706116874,-0.14954711684322586
STL(IOD ~ trend() + season(period = 12)),1938-01-01,-0.084,-0.20495985189269034,0.1667053498199692,-0.04574549792727889,-0.2507053498199692
STL(IOD ~ trend() + season(period = 12)),1938-02-01,-0.217,-0.22196650108715613,0.050315327460645806,-0.045348826373489665,-0.2673153274606458
STL(IOD ~ trend() + season(period = 12)),1938-03-01,0.009,-0.23897315028162194,0.09170083470101531,0.1562723155806066,-0.08270083470101532
STL(IOD ~ trend() + season(period = 12)),1938-04-01,-0.345,-0.25597979947608773,-0.05447708168225469,-0.03454311884165756,-0.2905229183177453
STL(IOD ~ trend() + season(period = 12)),1938-05-01,0.016,-0.2771258954592,0.07812081704034317,0.21500507841885685,-0.06212081704034317
STL(IOD ~ trend() + season(period = 12)),1938-06-01,-0.408,-0.2982719914423123,0.06323215054406374,-0.1729601591017514,-0.4712321505440637
STL(IOD ~ trend() + season(period = 12)),1938-07-01,-0.621,-0.3194180874254246,-0.12854458554745965,-0.17303732702711577,-0.4924554144525404
STL(IOD ~ trend() + season(period = 12)),1938-08-01,-0.15,-0.3204755693839651,-0.04795889304260295,0.21843446242656805,-0.10204110695739704
STL(IOD ~ trend() + season(period = 12)),1938-09-01,-0.458,-0.32153305134250554,-0.08089693367106679,-0.05557001498642766,-0.3771030663289332
STL(IOD ~ trend() + season(period = 12)),1938-10-01,-0.611,-0.32259053330104603,-0.15323348674444,-0.13517597995451391,-0.45776651325555995
STL(IOD ~ trend() + season(period = 12)),1938-11-01,-0.712,-0.3191101420540593,0.02773783346613657,-0.42062769141207723,-0.7397378334661365
STL(IOD ~ trend() + season(period = 12)),1938-12-01,-0.541,-0.3156297508070726,0.015618937596352757,-0.24098918678928022,-0.5566189375963528
STL(IOD ~ trend() + season(period = 12)),1939-01-01,-0.125,-0.3121493595600859,0.1543849652778417,0.03276439428224415,-0.27938496527784173
STL(IOD ~ trend() + season(period = 12)),1939-02-01,0.209,-0.2995029953237242,0.0652778741071022,0.44322512121662205,0.14372212589289782
STL(IOD ~ trend() + season(period = 12)),1939-03-01,0.021,-0.2868566310873626,0.09319880783830584,0.21465782324905675,-0.07219880783830583
STL(IOD ~ trend() + season(period = 12)),1939-04-01,-0.266,-0.2742102668510009,-0.04377896801122681,0.05198923486222773,-0.2222210319887732
STL(IOD ~ trend() + season(period = 12)),1939-05-01,-0.337,-0.258764893360503,0.05757379127106374,-0.13580889791056072,-0.39457379127106373
STL(IOD ~ trend() + season(period = 12)),1939-06-01,-0.178,-0.24331951987000516,0.037203324559246485,0.02811619531075868,-0.21520332455924648
STL(IOD ~ trend() + season(period = 12)),1939-07-01,-0.405,-0.2278741463795073,-0.11995745021616037,-0.05716840340433235,-0.28504254978383964
STL(IOD ~ trend() + season(period = 12)),1939-08-01,-0.46,-0.2381922127472911,-0.062372459219371665,-0.15943532803333724,-0.39762754078062834
STL(IOD ~ trend() + season(period = 12)),1939-09-01,-0.285,-0.2485102791150749,-0.10125898157241792,0.06476926068749284,-0.18374101842758206
STL(IOD ~ trend() + season(period = 12)),1939-10-01,-0.19,-0.2588283454828587,-0.12198859929035431,0.19081694477321304,-0.06801140070964569
STL(IOD ~ trend() + season(period = 12)),1939-11-01,-0.319,-0.26465148219498863,0.023916106916624207,-0.07826462472163559,-0.3429161069166242
STL(IOD ~ trend() + season(period = 12)),1939-12-01,-0.106,-0.2704746189071185,0.015210917833726889,0.1492637010733916,-0.12121091783372688
STL(IOD ~ trend() + season(period = 12)),1940-01-01,0.08,-0.2762977556192484,0.14702815521465756,0.20926960040459086,-0.06702815521465756
STL(IOD ~ trend() + season(period = 12)),1940-02-01,-0.224,-0.27921591555150166,0.08496490519155732,-0.029748989640055623,-0.3089649051915573
STL(IOD ~ trend() + season(period = 12)),1940-03-01,-0.477,-0.28213407548375496,0.0991821753726505,-0.2940480998888955,-0.5761821753726505
STL(IOD ~ trend() + season(period = 12)),1940-04-01,-0.492,-0.2850522354160082,-0.029111639274377037,-0.17783612530961473,-0.46288836072562295
STL(IOD ~ trend() + season(period = 12)),1940-05-01,-0.459,-0.2992163449218963,0.04047980123637396,-0.20026345631447767,-0.499479801236374
STL(IOD ~ trend() + season(period = 12)),1940-06-01,-0.028,-0.31338045442778434,0.013862622772938593,0.2715178316548458,-0.04186262277293859
STL(IOD ~ trend() + season(period = 12)),1940-07-01,-0.364,-0.32754456393367243,-0.10944710222243202,0.07299166615610447,-0.25455289777756795
STL(IOD ~ trend() + season(period = 12)),1940-08-01,-0.253,-0.33573133934333294,-0.07570796775547978,0.1584393070988127,-0.17729203224452023
STL(IOD ~ trend() + season(period = 12)),1940-09-01,-0.39,-0.3439181147529935,-0.12138812685487689,0.07530624160787036,-0.26861187314512314
STL(IOD ~ trend() + season(period = 12)),1940-10-01,-0.472,-0.352104890162654,-0.09126304908220098,-0.028632060755145017,-0.380736950917799
STL(IOD ~ trend() + season(period = 12)),1940-11-01,-0.341,-0.3549448645202437,0.018822803256354884,-0.004877938736111198,-0.3598228032563549
STL(IOD ~ trend() + season(period = 12)),1940-12-01,-0.315,-0.35778483887783347,0.012950909543621098,0.02983392933421236,-0.3279509095436211
STL(IOD ~ trend() + season(period = 12)),1941-01-01,-0.362,-0.36062481323542317,0.12494647632012523,-0.12632166308470205,-0.4869464763201252
STL(IOD ~ trend() + season(period = 12)),1941-02-01,-0.619,-0.35519716801955803,0.11101493251130357,-0.37481776449174553,-0.7300149325113036
STL(IOD ~ trend() + season(period = 12)),1941-03-01,-0.261,-0.3497695228036929,0.09595930898159165,-0.007189786177898783,-0.35695930898159167
STL(IOD ~ trend() + season(period = 12)),1941-04-01,-0.277,-0.34434187758782775,-0.02411134673348836,0.09145322432131608,-0.25288865326651166
STL(IOD ~ trend() + season(period = 12)),1941-05-01,-0.269,-0.3238949242885766,0.03583080720223762,0.019064117086338928,-0.30483080720223765
STL(IOD ~ trend() + season(period = 12)),1941-06-01,-0.376,-0.3034479709893254,0.010252186511320587,-0.08280421552199518,-0.3862521865113206
STL(IOD ~ trend() + season(period = 12)),1941-07-01,-0.429,-0.28300101769007424,-0.060359262439419116,-0.08563971987050661,-0.36864073756058086
STL(IOD ~ trend() + season(period = 12)),1941-08-01,-0.419,-0.2769099201698956,-0.0752183720166281,-0.06687170781347629,-0.34378162798337186
STL(IOD ~ trend() + season(period = 12)),1941-09-01,-0.333,-0.2708188226497169,-0.14456693152482464,0.08238575417454153,-0.18843306847517538
STL(IOD ~ trend() + season(period = 12)),1941-10-01,-0.189,-0.26472772512953824,-0.12124179432135085,0.19696951945088909,-0.06775820567864915
STL(IOD ~ trend() + season(period = 12)),1941-11-01,0.274,-0.2923602345970369,0.02122043954212571,0.5451397950549113,0.2527795604578743
STL(IOD ~ trend() + season(period = 12)),1941-12-01,-0.182,-0.31999274406453565,0.023278655578913468,0.1147140884856222,-0.20527865557891345
STL(IOD ~ trend() + season(period = 12)),1942-01-01,-0.194,-0.34762525353203433,0.10088445575934527,0.05274079777268903,-0.2948844557593453
STL(IOD ~ trend() + season(period = 12)),1942-02-01,-0.298,-0.39211919660478484,0.13533283257277837,-0.04121363596799349,-0.4333328325727783
STL(IOD ~ trend() + season(period = 12)),1942-03-01,-0.25,-0.4366131396775354,0.0912525297402375,0.09536060993729789,-0.3412525297402375
STL(IOD ~ trend() + season(period = 12)),1942-04-01,-0.41,-0.4811070827502859,-0.020465531910778482,0.09157261466106442,-0.3895344680892215
STL(IOD ~ trend() + season(period = 12)),1942-05-01,-0.599,-0.5188226501356437,0.02995677058203897,-0.11013412044639526,-0.6289567705820389
STL(IOD ~ trend() + season(period = 12)),1942-06-01,-0.944,-0.5565382175210014,0.0054140521408830725,-0.3928758346198816,-0.949414052140883
STL(IOD ~ trend() + season(period = 12)),1942-07-01,-0.697,-0.5942537849063592,-0.01250177628798292,-0.09024443880565791,-0.6844982237120171
STL(IOD ~ trend() + season(period = 12)),1942-08-01,-1.1,-0.5939694229023933,-0.0760165945745007,-0.4300139825231062,-1.0239834054254995
STL(IOD ~ trend() + season(period = 12)),1942-09-01,-0.946,-0.5936850608984275,-0.16909101915664426,-0.18322391994492815,-0.7769089808433557
STL(IOD ~ trend() + season(period = 12)),1942-10-01,-0.588,-0.5934006988944617,-0.15254373215699898,0.15794443105146072,-0.43545626784300095
STL(IOD ~ trend() + season(period = 12)),1942-11-01,-0.598,-0.5469084196816325,0.022316973596771882,-0.07340855391513934,-0.6203169735967718
STL(IOD ~ trend() + season(period = 12)),1942-12-01,-0.559,-0.5004161404688033,0.03252212962723709,-0.09110598915843382,-0.5915221296272372
STL(IOD ~ trend() + season(period = 12)),1943-01-01,-0.49,-0.45392386125597417,0.08340346945055388,-0.1194796081945797,-0.5734034694505539
STL(IOD ~ trend() + season(period = 12)),1943-02-01,-0.248,-0.4051810035976423,0.16279504804426925,-0.005614044446626942,-0.41079504804426925
STL(IOD ~ trend() + season(period = 12)),1943-03-01,-0.305,-0.35643814593931045,0.11038216831981658,-0.05894402238050611,-0.41538216831981656
STL(IOD ~ trend() + season(period = 12)),1943-04-01,-0.225,-0.3076952882809786,-0.03387426212272405,0.11656955040370262,-0.19112573787727596
STL(IOD ~ trend() + season(period = 12)),1943-05-01,-0.188,-0.2830027203227674,0.07915540461203906,0.015847315710728338,-0.26715540461203907
STL(IOD ~ trend() + season(period = 12)),1943-06-01,0.151,-0.2583101523645563,-0.012827646237327739,0.42213779860188405,0.16382764623732773
STL(IOD ~ trend() + season(period = 12)),1943-07-01,0.095,-0.23361758440634514,-0.011807470465655846,0.340425054872001,0.10680747046565585
STL(IOD ~ trend() + season(period = 12)),1943-08-01,0.035,-0.21747608552429673,-0.0679783414878066,0.32045442701210336,0.1029783414878066
STL(IOD ~ trend() + season(period = 12)),1943-09-01,-0.648,-0.2013345866422483,-0.19063998347160624,-0.25602542988614546,-0.45736001652839375
STL(IOD ~ trend() + season(period = 12)),1943-10-01,-0.536,-0.18519308776019988,-0.18636322102758915,-0.16444369121221097,-0.34963677897241086
STL(IOD ~ trend() + season(period = 12)),1943-11-01,-0.388,-0.1771911651954208,0.00934201646385089,-0.22015085126843012,-0.3973420164638509
STL(IOD ~ trend() + season(period = 12)),1943-12-01,-0.386,-0.16918924263064175,0.019068348338739223,-0.23587910570809748,-0.4050683483387392
STL(IOD ~ trend() + season(period = 12)),1944-01-01,-0.154,-0.16118732006586267,0.0701110656896151,-0.06292374562375247,-0.22411106568961514
STL(IOD ~ trend() + season(period = 12)),1944-02-01,0.247,-0.1483207521486724,0.1941250548329537,0.2011956973157187,0.0528749451670463
STL(IOD ~ trend() + season(period = 12)),1944-03-01,-0.177,-0.13545418423148212,0.13305880698593006,-0.1746046227544479,-0.31005880698593
STL(IOD ~ trend() + season(period = 12)),1944-04-01,-0.241,-0.12258761631429185,-0.04426924878377694,-0.0741431349019312,-0.19673075121622305
STL(IOD ~ trend() + season(period = 12)),1944-05-01,0.283,-0.10468406004075756,0.13083452565729006,0.25684953438346747,0.1521654743427099
STL(IOD ~ trend() + season(period = 12)),1944-06-01,-0.114,-0.08678050376722327,-0.029225822488668042,0.002006326255891311,-0.08477417751133196
STL(IOD ~ trend() + season(period = 12)),1944-07-01,0.053,-0.06887694749368896,-0.009906607404838685,0.13178355489852764,0.06290660740483868
STL(IOD ~ trend() + season(period = 12)),1944-08-01,0.051,-0.07182441324040509,-0.059396844625376914,0.182221257865782,0.11039684462537691
STL(IOD ~ trend() + season(period = 12)),1944-09-01,0.001,-0.07477187898712123,-0.2123090174735871,0.28808089646070834,0.2133090174735871
STL(IOD ~ trend() + season(period = 12)),1944-10-01,-0.6,-0.07771934473383736,-0.22088636603432138,-0.30139428923184125,-0.3791136339656786
STL(IOD ~ trend() + season(period = 12)),1944-11-01,-0.249,-0.11298633570253219,-0.004920183254335309,-0.1310934810431325,-0.2440798167456647
STL(IOD ~ trend() + season(period = 12)),1944-12-01,0.179,-0.148253326671227,0.0038710241039652915,0.32338230256726175,0.1751289758960347
STL(IOD ~ trend() + season(period = 12)),1945-01-01,-0.14,-0.18352031763992183,0.07068955718373367,-0.02716923954381184,-0.21068955718373367
STL(IOD ~ trend() + season(period = 12)),1945-02-01,0.09,-0.22050055539545557,0.20945232124745178,0.10104823414800379,-0.11945232124745178
STL(IOD ~ trend() + season(period = 12)),1945-03-01,0.205,-0.2574807931509893,0.14101048844820774,0.3214703047027816,0.06398951155179225
STL(IOD ~ trend() + season(period = 12)),1945-04-01,-0.33,-0.29446103090652304,-0.020027531930277866,-0.015511437163199138,-0.3099724680697222
STL(IOD ~ trend() + season(period = 12)),1945-05-01,-0.572,-0.3100567024725976,0.14478964533234562,-0.4067329428597481,-0.7167896453323457
STL(IOD ~ trend() + season(period = 12)),1945-06-01,-0.563,-0.3256523740386721,0.0027457046895772758,-0.2400933306509051,-0.5657457046895772
STL(IOD ~ trend() + season(period = 12)),1945-07-01,-0.524,-0.34124804560474664,-0.019190669655534093,-0.16356128473971931,-0.504809330344466
STL(IOD ~ trend() + season(period = 12)),1945-08-01,-0.656,-0.3455840542259309,-0.06325067441046901,-0.24716527136360006,-0.592749325589531
STL(IOD ~ trend() + season(period = 12)),1945-09-01,-0.594,-0.3499200628471152,-0.22542370307007573,-0.01865623408280903,-0.3685762969299242
STL(IOD ~ trend() + season(period = 12)),1945-10-01,-0.513,-0.35425607146829946,-0.219191867590815,0.06044793905911444,-0.293808132409185
STL(IOD ~ trend() + season(period = 12)),1945-11-01,-0.324,-0.3304223502621244,-0.03690326453012037,0.04332561479224478,-0.2870967354698796
STL(IOD ~ trend() + season(period = 12)),1945-12-01,-0.328,-0.3065886290559493,-0.030214483538135863,0.008803112594085172,-0.29778551646186413
STL(IOD ~ trend() + season(period = 12)),1946-01-01,0.068,-0.28275490784977425,0.0699387300041652,0.2808161778456091,-0.0019387300041651956
STL(IOD ~ trend() + season(period = 12)),1946-02-01,-0.014,-0.24529456763480245,0.223861663149609,0.007432904485193431,-0.23786166314960902
STL(IOD ~ trend() + season(period = 12)),1946-03-01,-0.226,-0.20783422741983065,0.14845563955949068,-0.16662141213966003,-0.3744556395594907
STL(IOD ~ trend() + season(period = 12)),1946-04-01,-0.557,-0.17037388720485885,0.004144069768113188,-0.3907701825632544,-0.5611440697681133
