#title = mean sea level anomaly global ocean (Annual signals retained) 
#institution = NOAA/Laboratory for Satellite Altimetry 
#references = NOAA Sea Level Rise (http://www.star.nesdis.noaa.gov/sod/lsa/SeaLevelRise/) and Radar Altimeter Database System (http://www.deos.tudelft.nl/altim/rads/) 
#comment = Data use policy: In publications, presentations, or on web pages based on LSA data the following acknowledgment should be included: 'Altimetry data are provided by NOAA Laboratory for Satellite Altimetry.' 
#trend = 3.07 mm/year (no glacial isostatic adjustment correction) 
year,TOPEX/Poseidon,Jason-1,Jason-2,Jason-3
2011.61000,,,28.29000,
2011.62360,,25.97000,,
2011.63720,,,29.99000,
2011.65080,,31.37000,,
2011.66440,,,30.89000,
2011.67780,,30.47000,,
2011.69160,,,30.49000,
2011.70510,,27.87000,,
2011.71870,,,31.19000,
2011.73190,,32.17000,,
2011.74590,,,34.49000,
2011.75910,,35.17000,,
2011.77300,,,37.49000,
2011.78670,,37.67000,,
2011.80020,,,38.89000,
2011.81370,,33.87000,,
2011.82730,,,34.49000,
2011.84080,,33.97000,,
2011.85440,,,33.59000,
2011.86800,,29.87000,,
2011.88160,,,33.79000,
2011.89520,,33.97000,,
2011.90870,,,35.59000,
2011.92200,,34.17000,,
2011.93580,,,35.19000,
2011.94950,,33.47000,,
2011.96310,,,34.79000,
2011.97650,,34.77000,,
2011.99020,,,33.19000,
2012.00370,,30.57000,,
2012.01730,,,34.09000,
2012.03090,,30.17000,,
2012.04450,,,32.89000,
2012.05800,,30.67000,,
2012.07160,,,33.29000,
2012.08490,,30.27000,,
2012.09870,,,30.99000,
2012.11190,,29.47000,,
2012.12580,,,31.69000,
2012.12700,,28.27000,,
2012.15310,,,29.19000,
2012.16720,,24.77000,,
2012.18020,,,28.09000,
2012.20730,,,29.09000,
2012.23450,,,30.99000,
2012.26160,,,28.49000,
2012.28880,,,27.79000,
2012.31590,,,27.79000,
2012.34300,,,28.29000,
2012.36450,,31.37000,,
2012.37020,,,30.29000,
2012.39440,,29.07000,,
2012.39730,,,29.39000,
2012.42420,,31.27000,,
2012.42450,,,28.79000,
2012.45170,,,32.59000,
2012.45400,,33.67000,,
2012.47450,,31.07000,,
2012.47880,,,31.39000,
2012.49490,,32.87000,,
2012.50600,,,31.59000,
2012.52470,,34.27000,,
2012.53310,,,35.79000,
2012.55460,,37.97000,,
2012.56030,,,38.09000,
2012.58440,,36.67000,,
2012.58740,,,37.29000,
2012.60480,,40.27000,,
2012.61450,,,38.19000,
2012.62520,,36.97000,,
2012.64170,,,35.79000,
2012.65520,,38.07000,,
2012.66880,,,39.89000,
2012.68490,,39.97000,,
2012.69610,,,40.19000,
2012.71470,,43.07000,,
2012.72320,,,44.79000,
2012.73500,,42.67000,,
2012.75030,,,45.59000,
2012.75550,,46.17000,,
2012.77750,,,47.59000,
2012.78520,,46.07000,,
2012.80460,,,45.09000,
2012.81510,,44.67000,,
2012.83180,,,44.39000,
2012.83550,,45.57000,,
2012.85590,,48.57000,,
2012.85890,,,45.99000,
2012.88580,,47.27000,,
2012.88610,,,45.49000,
2012.91320,,,43.09000,
2012.91560,,43.77000,,
2012.94040,,,44.99000,
2012.94540,,43.37000,,
2012.96580,,39.17000,,
2012.96750,,,40.99000,
2012.98620,,38.67000,,
2012.99460,,,40.69000,
2013.01620,,40.97000,,
2013.02180,,,39.69000,
2013.04590,,38.27000,,
2013.04890,,,38.69000,
2013.07580,,41.37000,,
2013.07610,,,39.89000,
2013.09610,,38.17000,,
2013.10310,,,38.39000,
2013.11670,,38.27000,,
2013.13040,,,35.29000,
2013.14640,,36.47000,,
2013.15750,,,36.59000,
2013.18460,,,37.79000,
2013.21180,,,36.29000,
2013.21960,,33.07000,,
2013.22650,,34.57000,,
2013.24690,,35.67000,,
2013.27650,,32.27000,,
2013.29330,,,33.29000,
2013.30660,,29.57000,,
2013.32040,,,35.79000,
2013.32690,,30.47000,,
2013.34730,,36.87000,,
2013.34750,,,35.79000,
2013.37470,,,33.59000,
2013.37710,,36.47000,,
2013.40180,,,32.79000,
2013.40700,,34.97000,,
2013.42900,,,32.69000,
2013.43680,,30.77000,,
2013.45610,,,31.59000,
2013.45720,,27.17000,,
2013.48330,,,33.59000,
2013.51040,,,33.09000,
2013.53760,,,33.79000,
2013.56480,,,36.29000,
2013.59190,,,37.39000,
2013.61900,,,34.49000,
2013.64620,,,35.99000,
2013.66960,,,40.99000,
2013.70710,,,38.59000,
2013.72760,,,41.29000,
2013.75480,,,43.29000,
2013.78190,,,44.29000,
2013.80910,,,47.49000,
2013.83620,,,48.79000,
2013.86340,,,46.39000,
2013.89050,,,44.79000,
2013.91770,,,42.89000,
2013.94480,,,39.39000,
2013.97200,,,40.19000,
2013.99920,,,40.49000,
2014.02630,,,39.19000,
2014.05340,,,38.29000,
2014.08060,,,35.39000,
2014.10770,,,36.79000,
2014.13490,,,38.69000,
2014.16200,,,37.99000,
2014.18910,,,37.99000,
2014.21630,,,36.49000,
2014.24350,,,35.99000,
2014.27050,,,36.19000,
2014.29780,,,35.99000,
2014.32490,,,33.59000,
2014.35200,,,33.09000,
2014.37910,,,33.09000,
2014.40630,,,33.99000,
2014.43340,,,33.19000,
2014.46060,,,35.59000,
2014.48780,,,37.49000,
2014.51490,,,38.99000,
2014.54210,,,39.59000,
2014.56920,,,37.69000,
2014.59640,,,40.99000,
2014.62350,,,43.99000,
2014.65070,,,45.79000,
2014.67770,,,46.59000,
2014.70500,,,47.59000,
2014.73210,,,45.89000,
2014.75930,,,48.69000,
2014.78640,,,52.49000,
2014.81360,,,52.19000,
2014.84070,,,49.39000,
2014.86790,,,48.89000,
2014.89500,,,44.69000,
2014.92220,,,44.99000,
2014.94930,,,52.19000,
2014.97760,,,48.49000,
2015.00360,,,43.49000,
2015.03080,,,45.59000,
2015.05790,,,44.39000,
2015.08500,,,45.49000,
2015.11220,,,45.29000,
2015.13940,,,46.79000,
2015.16640,,,45.49000,
2015.19360,,,43.69000,
2015.22070,,,43.09000,
2015.24790,,,44.09000,
2015.27500,,,44.99000,
2015.30230,,,43.99000,
2015.32930,,,43.29000,
2015.35650,,,41.79000,
2015.38370,,,40.09000,
2015.41080,,,42.39000,
2015.43800,,,43.59000,
2015.46500,,,44.49000,
2015.49230,,,45.89000,
2015.51940,,,45.49000,
2015.54650,,,46.69000,
2015.57360,,,47.79000,
2015.60090,,,50.89000,
2015.62800,,,50.89000,
2015.65510,,,56.19000,
2015.68230,,,57.69000,
2015.70940,,,57.19000,
2015.73660,,,59.89000,
2015.76370,,,61.19000,
2015.79090,,,62.29000,
2015.81810,,,64.49000,
2015.84520,,,60.79000,
2015.87230,,,56.69000,
2015.89950,,,58.89000,
2015.92670,,,58.59000,
2015.95380,,,56.39000,
2015.98100,,,54.39000,
2016.00800,,,49.49000,
2016.03530,,,52.09000,
2016.06240,,,54.99000,
2016.08960,,,50.79000,
2016.11670,,,52.89000,
2016.12280,,,,51.30000
2016.14380,,,51.29000,50.70000
2016.17100,,,51.29000,50.70000
2016.19590,,,,48.30000
2016.19810,,,48.99000,
2016.22520,,,51.59000,52.40000
2016.25130,,,49.69000,
2016.25240,,,,49.00000
2016.27950,,,48.79000,
2016.27960,,,,48.80000
2016.30660,,,,47.10000
2016.30670,,,47.49000,
2016.33380,,,47.19000,
2016.33390,,,,46.60000
2016.36100,,,46.89000,46.70000
2016.38810,,,45.39000,46.30000
2016.41530,,,48.19000,48.30000
2016.44240,,,48.29000,
2016.44250,,,,48.10000
2016.46960,,,50.59000,50.20000
2016.49670,,,48.89000,49.00000
2016.52380,,,48.89000,
2016.52390,,,,48.90000
2016.55110,,,49.99000,49.50000
2016.57820,,,48.79000,47.90000
2016.60530,,,49.69000,48.70000
2016.63250,,,50.19000,49.00000
2016.65960,,,55.29000,
2016.65970,,,,54.60000
2016.68680,,,57.59000,57.40000
2016.71390,,,57.39000,58.80000
2016.74110,,,56.19000,58.40000
2016.76830,,,,57.00000
2016.79050,,,56.49000,
2016.79540,,,,60.40000
2016.80890,,,60.29000,
2016.82250,,,,61.00000
2016.83610,,,59.79000,
2016.84970,,,,62.60000
2016.86330,,,60.39000,
2016.87690,,,,62.80000
2016.89040,,,61.19000,
2016.90400,,,,65.40000
2016.91750,,,60.59000,
2016.92980,,,,61.20000
2016.94460,,,58.59000,
2016.95830,,,,58.10000
2016.97180,,,56.89000,
2016.98540,,,,55.80000
2016.99900,,,53.19000,
2017.01260,,,,54.00000
2017.02610,,,54.39000,
2017.03970,,,,54.50000
2017.05320,,,53.69000,
2017.06690,,,,52.30000
2017.08040,,,51.29000,
2017.09400,,,,49.00000
2017.10750,,,47.69000,
2017.12110,,,,48.60000
2017.13470,,,49.39000,
2017.14830,,,,48.10000
2017.16190,,,47.99000,
2017.17550,,,,49.10000
2017.18890,,,49.99000,
2017.20260,,,,49.00000
2017.20350,,,50.99000,
2017.22970,,,,49.30000
2017.25070,,,51.09000,
2017.25690,,,,50.40000
2017.27040,,,49.49000,
2017.28400,,,,48.50000
2017.29760,,,50.99000,
2017.31110,,,,48.30000
2017.32470,,,49.09000,
2017.33830,,,,47.90000
2017.35210,,,48.29000,
2017.36550,,,,47.20000
2017.37140,,,46.99000,
2017.39260,,,,44.10000
2017.41980,,,,46.90000
2017.44700,,,,46.80000
2017.47410,,,,47.30000
2017.50120,,,,48.90000
2017.52840,,,,49.70000
2017.55550,,,,50.30000
2017.58270,,,,55.00000
2017.60980,,,,54.10000
2017.63700,,,,55.20000
2017.66410,,,,57.40000
2017.69130,,,,60.80000
2017.71850,,,,62.40000
2017.74560,,,,60.80000
2017.77270,,,,61.80000
2017.79990,,,,63.90000
2017.82710,,,,65.70000
2017.85420,,,,67.00000
2017.88130,,,,65.90000
2017.90850,,,,65.80000
2017.93560,,,,64.20000
2017.96280,,,,63.20000
2017.98990,,,,58.90000
2018.01700,,,,57.60000
2018.04420,,,,57.40000
2018.07130,,,,57.10000
2018.09850,,,,56.50000
2018.12560,,,,51.90000
2018.15270,,,,50.00000
2018.18000,,,,53.40000
2018.20700,,,,53.30000
2018.23420,,,,51.60000
2018.26130,,,,49.40000
2018.28860,,,,50.60000
2018.31560,,,,50.80000
2018.34280,,,,51.20000
2018.37000,,,,50.90000
2018.39710,,,,49.60000
2018.42420,,,,50.60000
2018.45130,,,,50.80000
2018.47860,,,,50.60000
2018.50570,,,,51.60000
2018.53280,,,,54.20000
2018.56000,,,,55.10000
2018.58710,,,,55.30000
2018.61430,,,,56.80000
2018.64150,,,,58.20000
2018.66860,,,,60.50000
2018.69580,,,,64.40000
2018.72290,,,,65.10000
2018.75000,,,,69.00000
2018.77720,,,,67.60000
2018.80440,,,,69.10000
2018.83150,,,,70.90000
2018.85860,,,,68.50000
2018.88580,,,,66.90000
2018.91290,,,,64.40000
2018.94010,,,,64.10000
2018.96730,,,,63.20000
2018.99440,,,,62.90000
2019.02150,,,,59.70000
2019.04860,,,,63.50000
2019.07580,,,,59.40000
2019.10300,,,,60.60000
2019.13010,,,,58.90000
2019.14630,,,,58.30000
2019.18770,,,,58.20000
2019.21150,,,,60.10000
2019.23870,,,,58.80000
2019.25960,,,,57.30000
2019.29300,,,,56.70000
2019.32020,,,,58.40000
2019.34730,,,,60.50000
2019.37450,,,,57.30000
2019.40160,,,,55.70000
2019.42870,,,,54.90000
2019.45590,,,,59.30000
2019.48300,,,,59.30000
2019.51020,,,,61.10000
2019.53740,,,,60.10000
2019.56450,,,,60.60000
2019.59170,,,,61.80000
2019.61870,,,,66.50000
2019.64590,,,,69.00000
2019.67310,,,,68.90000
2019.70020,,,,70.60000
2019.72740,,,,71.50000
2019.75450,,,,70.60000
2019.78170,,,,73.10000
2019.80880,,,,72.90000
2019.83600,,,,71.40000
2019.86310,,,,74.70000
2019.89030,,,,72.20000
2019.91740,,,,71.20000
2019.94460,,,,70.90000
2019.97170,,,,68.80000
2019.99890,,,,67.40000
2020.02600,,,,63.50000
2020.05310,,,,61.20000
2020.07490,,,,61.90000
2020.11190,,,,65.70000
2020.13460,,,,63.90000
2020.16170,,,,60.10000
2020.18890,,,,61.60000
2020.21600,,,,58.10000
2020.24320,,,,60.00000
2020.27030,,,,62.20000
2020.29750,,,,59.60000
2020.32470,,,,59.10000
2020.35180,,,,60.80000
2020.37890,,,,61.30000
2020.40610,,,,62.30000
2020.43320,,,,62.40000
2020.45950,,,,59.60000
2020.48750,,,,62.50000
2020.51470,,,,62.00000
2020.54180,,,,63.90000
2020.56900,,,,65.50000
2020.59610,,,,66.40000
2020.62320,,,,65.30000
2020.65040,,,,68.10000
2020.67760,,,,70.90000
2020.70480,,,,72.20000
2020.73190,,,,73.40000
2020.75900,,,,75.40000
2020.78620,,,,77.70000
2020.81150,,,,78.10000
2020.84130,,,,79.60000
2020.86760,,,,77.60000
2020.89480,,,,73.20000
2020.92190,,,,75.70000
2020.94900,,,,72.70000
2020.97620,,,,72.00000
2021.00330,,,,71.30000
2021.03050,,,,71.80000
2021.05760,,,,70.80000
2021.08480,,,,71.70000
2021.11190,,,,67.30000
2021.13900,,,,64.70000
2021.16620,,,,62.60000
2021.19340,,,,64.20000
2021.22050,,,,65.10000
2021.24770,,,,67.40000
2021.27480,,,,68.20000
2021.30150,,,,68.00000
2021.32910,,,,63.90000
2021.35620,,,,65.30000
2021.38340,,,,66.40000
2021.41050,,,,65.30000
2021.43770,,,,62.50000
2021.46490,,,,66.30000
2021.49200,,,,67.10000
2021.51920,,,,68.00000
2021.54630,,,,68.10000
2021.57350,,,,71.50000
2021.60050,,,,73.20000
2021.62780,,,,74.90000
2021.65490,,,,72.20000
2021.68210,,,,75.10000
2021.70920,,,,78.50000
2021.73640,,,,79.50000
2021.76350,,,,81.20000
2021.79060,,,,82.00000
2021.81780,,,,84.30000
2021.84490,,,,81.80000
2021.87210,,,,79.70000
2021.89920,,,,81.30000
2021.92640,,,,82.50000
2021.95350,,,,76.90000
2021.98070,,,,73.90000
2022.00780,,,,74.80000
2022.03500,,,,75.90000
2022.06220,,,,75.50000
2022.08920,,,,71.90000
2022.11560,,,,73.00000
2022.14270,,,,67.00000
2022.17040,,,,64.40000
2022.19710,,,,67.50000
2022.22380,,,,71.30000
2022.25210,,,,69.50000
2022.26580,,,,71.20000
2022.32000,,,,64.10000
2022.33900,,,,67.70000
2022.36610,,,,65.90000
2022.39330,,,,67.40000
2022.42040,,,,65.90000
2022.44750,,,,67.30000
2022.47470,,,,67.30000
2022.50190,,,,70.60000
2022.52910,,,,72.00000
2022.55610,,,,73.50000
2022.58330,,,,71.50000
2022.61040,,,,70.40000
2022.63760,,,,73.40000
2022.66480,,,,74.20000
2022.69190,,,,78.10000
2022.71910,,,,79.60000
2022.74630,,,,83.30000
2022.77330,,,,82.90000
2022.79920,,,,82.60000
2022.82950,,,,83.40000
2022.85380,,,,84.20000
